"sku","special_from_date"
"304834","19/04/26"
"304936","19/04/26"
"304989","19/04/26"
"305099","19/04/26"
"305114","19/04/26"
"305136","19/04/26"
"305140","19/04/26"
"305375","19/04/26"
"305634","19/04/26"
"305645","19/04/26"
"304409","19/04/26"
"371320","19/04/26"
"313452","19/04/26"
"412898","19/04/26"
"412969","19/04/26"
"411369","19/04/26"
"412982","19/04/26"
"412966","19/04/26"
"412984","19/04/26"
"412902","19/04/26"
"412947","19/04/26"
"410241","19/04/26"
"410973","19/04/26"
"413012","19/04/26"
"412849","19/04/26"
"250453","19/04/26"
"251121","19/04/26"
"251085","19/04/26"
"250995","19/04/26"
"250996","19/04/26"
"250882","19/04/26"
"250778","19/04/26"
"305528","19/04/26"
"142578","19/04/26"
"142839","19/04/26"
"142848","19/04/26"
"201579","19/04/26"
"117023","19/04/26"
"249308","19/04/26"
"161808","19/04/26"
"161791","19/04/26"
"199530","19/04/26"
"201276","19/04/26"
"114202","19/04/26"
"114222","19/04/26"
"114291","19/04/26"
"114294","19/04/26"
"114312","19/04/26"
"118147","19/04/26"
"201605","19/04/26"
"247667","19/04/26"
"157042","19/04/26"
"123353","19/04/26"
"367038","19/04/26"
"314141","19/04/26"
"311363","19/04/26"
"403271","19/04/26"
"244245","19/04/26"
"309268","19/04/26"
"463354","19/04/26"
"410495","19/04/26"
"363397","19/04/26"
"244239","19/04/26"
"263018","19/04/26"
"263028","19/04/26"
"263048","19/04/26"
"263201","19/04/26"
"263202","19/04/26"
"263203","19/04/26"
"304067","19/04/26"
"304544","19/04/26"
"304549","19/04/26"
"136392","19/04/26"
"201589","19/04/26"
"244222","19/04/26"
"159655","19/04/26"
"250703","19/04/26"
"118950","19/04/26"
"305121","19/04/26"
"305148","19/04/26"
"349313","19/04/26"
"309166","19/04/26"
"244230","19/04/26"
"244231","19/04/26"
"303436","19/04/26"
"235477","19/04/26"
"235474","19/04/26"
"235426","19/04/26"
"236131","19/04/26"
"236095","19/04/26"
"236094","19/04/26"
"235476","19/04/26"
"205524","19/04/26"
"205908","19/04/26"
"206230","19/04/26"
"234927","19/04/26"
"235667","19/04/26"
"235668","19/04/26"
"236030","19/04/26"
"236032","19/04/26"
"236096","19/04/26"
"236130","19/04/26"
"236013","19/04/26"
"235866","19/04/26"
"234741","19/04/26"
"235618","19/04/26"
"236123","19/04/26"
"236156","19/04/26"
"214921","19/04/26"
"214927","19/04/26"
"235617","19/04/26"
"235798","19/04/26"
"234729","19/04/26"
"206049","19/04/26"
"234831","19/04/26"
"234859","19/04/26"
"287742","19/04/26"
"287556","19/04/26"
"287584","19/04/26"
"287580","19/04/26"
"287582","19/04/26"
"287547","19/04/26"
"235986","19/04/26"
"287745","19/04/26"
"287651","19/04/26"
"475296","19/04/26"
"406239","19/04/26"
"384012","19/04/26"
"451932","19/04/26"
"449422","19/04/26"
"155877","19/04/26"
"155878","19/04/26"
"135847","19/04/26"
"119712","19/04/26"
"177211","19/04/26"
"247656","19/04/26"
"250492","19/04/26"
"250439","19/04/26"
"304548","19/04/26"
"463136","19/04/26"
"451280","19/04/26"
"309162","19/04/26"
"463206","19/04/26"
"347628","19/04/26"
"371979","19/04/26"
"347991","19/04/26"
"463261","19/04/26"
"311455","19/04/26"
"244250","19/04/26"
"175758","19/04/26"
"123035","19/04/26"
"123102","19/04/26"
"263029","19/04/26"
"263064","19/04/26"
"305174","19/04/26"
"219503","19/04/26"
"384019","19/04/26"
"559932","19/04/26"
"482953","19/04/26"
"577019","19/04/26"
"314534","19/04/26"
"314540","19/04/26"
"536970","19/04/26"
"365381","19/04/26"
"365382","19/04/26"
"365277","19/04/26"
"365099","19/04/26"
"519124","19/04/26"
"482918","19/04/26"
"244524","19/04/26"
"119088","19/04/26"
"159901","19/04/26"
"159956","19/04/26"
"160056","19/04/26"
"119067","19/04/26"
"263337","19/04/26"
"119700","19/04/26"
"119918","19/04/26"
"120471","19/04/26"
"304689","19/04/26"
"305090","19/04/26"
"305133","19/04/26"
"305747","19/04/26"
"155891","19/04/26"
"321580","19/04/26"
"303435","19/04/26"
"308125","19/04/26"
"215750","19/04/26"
"205841","19/04/26"
"235475","19/04/26"
"235848","19/04/26"
"236085","19/04/26"
"235471","19/04/26"
"235889","19/04/26"
"205511","19/04/26"
"235566","19/04/26"
"235427","19/04/26"
"235470","19/04/26"
"235481","19/04/26"
"235661","19/04/26"
"235674","19/04/26"
"236103","19/04/26"
"236106","19/04/26"
"236033","19/04/26"
"236036","19/04/26"
"235905","19/04/26"
"235870","19/04/26"
"234724","19/04/26"
"234733","19/04/26"
"234736","19/04/26"
"234740","19/04/26"
"235620","19/04/26"
"234579","19/04/26"
"235677","19/04/26"
"235678","19/04/26"
"236121","19/04/26"
"473666","19/04/26"
"214917","19/04/26"
"214926","19/04/26"
"214930","19/04/26"
"235461","19/04/26"
"206050","19/04/26"
"348035","19/04/26"
"416490","19/04/26"
"234865","19/04/26"
"287653","19/04/26"
"235002","19/04/26"
"287585","19/04/26"
"287753","19/04/26"
"235923","19/04/26"
"236136","19/04/26"
"205691","19/04/26"
"406207","19/04/26"
"406196","19/04/26"
"383827","19/04/26"
"384060","19/04/26"
"559945","19/04/26"
"235830","19/04/26"
"388608","19/04/26"
"537397","19/04/26"
"493823","19/04/26"
"202872","19/04/26"
"202526","19/04/26"
"140644","19/04/26"
"140656","19/04/26"
"158132","19/04/26"
"297622","19/04/26"
"297651","19/04/26"
"291111","19/04/26"
"291103","19/04/26"
"158119","19/04/26"
"556742","19/04/26"
"362910","19/04/26"
"289619","19/04/26"
"289620","19/04/26"
"289625","19/04/26"
"289178","19/04/26"
"289662","19/04/26"
"289666","19/04/26"
"290690","19/04/26"
"289190","19/04/26"
"289196","19/04/26"
"289210","19/04/26"
"289741","19/04/26"
"290538","19/04/26"
"292218","19/04/26"
"176979","19/04/26"
"112506","19/04/26"
"112475","19/04/26"
"112454","19/04/26"
"119966","19/04/26"
"162399","19/04/26"
"162255","19/04/26"
"161910","19/04/26"
"161697","19/04/26"
"161561","19/04/26"
"161803","19/04/26"
"161987","19/04/26"
"159650","19/04/26"
"318425","19/04/26"
"120135","19/04/26"
"175121","19/04/26"
"175126","19/04/26"
"175137","19/04/26"
"175138","19/04/26"
"175579","19/04/26"
"175927","19/04/26"
"175935","19/04/26"
"176594","19/04/26"
"176597","19/04/26"
"177396","19/04/26"
"247655","19/04/26"
"246008","19/04/26"
"416266","19/04/26"
"346085","19/04/26"
"150433","19/04/26"
"150438","19/04/26"
"150560","19/04/26"
"150649","19/04/26"
"150555","19/04/26"
"244232","19/04/26"
"244233","19/04/26"
"419972","19/04/26"
"159710","19/04/26"
"161629","19/04/26"
"161399","19/04/26"
"150502","19/04/26"
"150679","19/04/26"
"150700","19/04/26"
"304333","19/04/26"
"305648","19/04/26"
"304321","19/04/26"
"136704","19/04/26"
"159852","19/04/26"
"244125","19/04/26"
"305131","19/04/26"
"305130","19/04/26"
"115359","19/04/26"
"115350","19/04/26"
"149708","19/04/26"
"149713","19/04/26"
"149835","19/04/26"
"149912","19/04/26"
"150349","19/04/26"
"150481","19/04/26"
"150741","19/04/26"
"142858","19/04/26"
"143271","19/04/26"
"119719","19/04/26"
"119926","19/04/26"
"119937","19/04/26"
"119399","19/04/26"
"119401","19/04/26"
"119597","19/04/26"
"119646","19/04/26"
"119701","19/04/26"
"244118","19/04/26"
"119767","19/04/26"
"119825","19/04/26"
"119875","19/04/26"
"119876","19/04/26"
"119919","19/04/26"
"373889","19/04/26"
"120497","19/04/26"
"120831","19/04/26"
"120872","19/04/26"
"120873","19/04/26"
"113445","19/04/26"
"120944","19/04/26"
"160966","19/04/26"
"159938","19/04/26"
"161588","19/04/26"
"121262","19/04/26"
"121490","19/04/26"
"122321","19/04/26"
"178811","19/04/26"
"475292","19/04/26"
"383314","19/04/26"
"244077","19/04/26"
"136103","19/04/26"
"119722","19/04/26"
"119831","19/04/26"
"124375","19/04/26"
"116500","19/04/26"
"452448","19/04/26"
"175824","19/04/26"
"144052","19/04/26"
"199052","19/04/26"
"175563","19/04/26"
"315755","19/04/26"
"277767","19/04/26"
"113921","19/04/26"
"113924","19/04/26"
"113396","19/04/26"
"113459","19/04/26"
"142820","19/04/26"
"113489","19/04/26"
"113541","19/04/26"
"524830","19/04/26"
"383337","19/04/26"
"116167","19/04/26"
"592408","19/04/26"
"471407","19/04/26"
"514558","19/04/26"
"117035","19/04/26"
"117149","19/04/26"
"117160","19/04/26"
"117163","19/04/26"
"117186","19/04/26"
"117220","19/04/26"
"411211","19/04/26"
"161483","19/04/26"
"277631","19/04/26"
"277635","19/04/26"
"278471","19/04/26"
"278472","19/04/26"
"278490","19/04/26"
"278494","19/04/26"
"278524","19/04/26"
"446694","19/04/26"
"315475","19/04/26"
"160963","19/04/26"
"161460","19/04/26"
"346620","19/04/26"
"320536","19/04/26"
"313252","19/04/26"
"346346","19/04/26"
"346839","19/04/26"
"346168","19/04/26"
"475407","19/04/26"
"475415","19/04/26"
"343282","19/04/26"
"298686","19/04/26"
"379056","19/04/26"
"343830","19/04/26"
"344132","19/04/26"
"343831","19/04/26"
"344168","19/04/26"
"388496","19/04/26"
"388511","19/04/26"
"388458","19/04/26"
"388461","19/04/26"
"388469","19/04/26"
"388470","19/04/26"
"388482","19/04/26"
"388486","19/04/26"
"305639","19/04/26"
"412036","19/04/26"
"196728","19/04/26"
"305117","19/04/26"
"305251","19/04/26"
"372232","19/04/26"
"296184","19/04/26"
"357082","19/04/26"
"425558","19/04/26"
"413111","19/04/26"
"469280","19/04/26"
"298884","19/04/26"
"314231","19/04/26"
"425563","19/04/26"
"472335","19/04/26"
"472369","19/04/26"
"431715","19/04/26"
"411158","19/04/26"
"489226","19/04/26"
"527874","19/04/26"
"532850","19/04/26"
"489229","19/04/26"
"487195","19/04/26"
"489388","19/04/26"
"489336","19/04/26"
"489410","19/04/26"
"489348","19/04/26"
"489353","19/04/26"
"489431","19/04/26"
"347653","19/04/26"
"489288","19/04/26"
"489299","19/04/26"
"489380","19/04/26"
"473580","19/04/26"
"476214","19/04/26"
"475926","19/04/26"
"475949","19/04/26"
"476718","19/04/26"
"320646","19/04/26"
"476704","19/04/26"
"431763","19/04/26"
"133435","19/04/26"
"133436","19/04/26"
"530185","19/04/26"
"136468","19/04/26"
"526823","19/04/26"
"526887","19/04/26"
"526888","19/04/26"
"527222","19/04/26"
"150633","19/04/26"
"371310","19/04/26"
"566130","19/04/26"
"560537","19/04/26"
"577383","19/04/26"
"577409","19/04/26"
"577185","19/04/26"
"590203","19/04/26"
"302150","19/04/26"
"590026","19/04/26"
"142870","19/04/26"
"412629","19/04/26"
"412650","19/04/26"
"412615","19/04/26"
"412628","19/04/26"
"412649","19/04/26"
"412636","19/04/26"
"247622","19/04/26"
"247633","19/04/26"
"247630","19/04/26"
"247663","19/04/26"
"247671","19/04/26"
"411473","19/04/26"
"534295","19/04/26"
"304358","19/04/26"
"136402","19/04/26"
"131195","19/04/26"
"479291","19/04/26"
"365342","19/04/26"
"365325","19/04/26"
"365322","19/04/26"
"383218","19/04/26"
"109969","19/04/26"
"410488","19/04/26"
"119186","19/04/26"
"119369","19/04/26"
"119419","19/04/26"
"119842","19/04/26"
"119916","19/04/26"
"120161","19/04/26"
"120421","19/04/26"
"120559","19/04/26"
"120828","19/04/26"
"120834","19/04/26"
"121462","19/04/26"
"121493","19/04/26"
"119727","19/04/26"
"119836","19/04/26"
"119838","19/04/26"
"121492","19/04/26"
"121494","19/04/26"
"122485","19/04/26"
"122923","19/04/26"
"123209","19/04/26"
"121960","19/04/26"
"136418","19/04/26"
"412263","19/04/26"
"253954","19/04/26"
"253957","19/04/26"
"304628","19/04/26"
"304662","19/04/26"
"304814","19/04/26"
"304992","19/04/26"
"305142","19/04/26"
"305256","19/04/26"
"305257","19/04/26"
"305412","19/04/26"
"305716","19/04/26"
"305740","19/04/26"
"305752","19/04/26"
"305767","19/04/26"
"305793","19/04/26"
"304448","19/04/26"
"118845","19/04/26"
"412262","19/04/26"
"412929","19/04/26"
"412944","19/04/26"
"411476","19/04/26"
"412951","19/04/26"
"412972","19/04/26"
"412908","19/04/26"
"412914","19/04/26"
"412973","19/04/26"
"412996","19/04/26"
"412853","19/04/26"
"250819","19/04/26"
"251112","19/04/26"
"250899","19/04/26"
"250742","19/04/26"
"142540","19/04/26"
"113553","19/04/26"
"249313","19/04/26"
"162724","19/04/26"
"199518","19/04/26"
"114223","19/04/26"
"114339","19/04/26"
"114208","19/04/26"
"445529","19/04/26"
"312777","19/04/26"
"201590","19/04/26"
"155885","19/04/26"
"475190","19/04/26"
"119821","19/04/26"
"119930","19/04/26"
"250945","19/04/26"
"250948","19/04/26"
"250489","19/04/26"
"250972","19/04/26"
"250481","19/04/26"
"244224","19/04/26"
"244235","19/04/26"
"313005","19/04/26"
"309165","19/04/26"
"301670","19/04/26"
"311360","19/04/26"
"463223","19/04/26"
"311362","19/04/26"
"402803","19/04/26"
"362658","19/04/26"
"309269","19/04/26"
"309161","19/04/26"
"347668","19/04/26"
"314262","19/04/26"
"244241","19/04/26"
"313031","19/04/26"
"177590","19/04/26"
"263031","19/04/26"
"263065","19/04/26"
"263207","19/04/26"
"302632","19/04/26"
"262997","19/04/26"
"353849","19/04/26"
"244516","19/04/26"
"119068","19/04/26"
"263030","19/04/26"
"263157","19/04/26"
"123281","19/04/26"
"304686","19/04/26"
"305124","19/04/26"
"305127","19/04/26"
"150442","19/04/26"
"142872","19/04/26"
"452758","19/04/26"
"459984","19/04/26"
"450807","19/04/26"
"215599","19/04/26"
"235478","19/04/26"
"236143","19/04/26"
"236105","19/04/26"
"236128","19/04/26"
"236127","19/04/26"
"383837","19/04/26"
"215742","19/04/26"
"205880","19/04/26"
"209995","19/04/26"
"234504","19/04/26"
"234936","19/04/26"
"235192","19/04/26"
"235660","19/04/26"
"236104","19/04/26"
"235924","19/04/26"
"235907","19/04/26"
"236017","19/04/26"
"235864","19/04/26"
"235865","19/04/26"
"234730","19/04/26"
"234732","19/04/26"
"235622","19/04/26"
"236167","19/04/26"
"236155","19/04/26"
"214931","19/04/26"
"235619","19/04/26"
"475277","19/04/26"
"309238","19/04/26"
"306648","19/04/26"
"235450","19/04/26"
"234735","19/04/26"
"416488","19/04/26"
"234738","19/04/26"
"383894","19/04/26"
"287581","19/04/26"
"287548","19/04/26"
"236137","19/04/26"
"287546","19/04/26"
"384058","19/04/26"
"383981","19/04/26"
"560063","19/04/26"
"576441","19/04/26"
"416487","19/04/26"
"559960","19/04/26"
"483017","19/04/26"
"474229","19/04/26"
"482965","19/04/26"
"166158","19/04/26"
"293811","19/04/26"
"271626","19/04/26"
"405074","19/04/26"
"445682","19/04/26"
"526255","19/04/26"
"269937","19/04/26"
"366460","19/04/26"
"365379","19/04/26"
"365324","19/04/26"
"365340","19/04/26"
"365278","19/04/26"
"365341","19/04/26"
"365962","19/04/26"
"365946","19/04/26"
"365104","19/04/26"
"365098","19/04/26"
"268962","19/04/26"
"519125","19/04/26"
"592581","19/04/30"
"592580","19/04/30"
"592579","19/04/30"
"592578","19/04/30"
"592577","19/04/30"
"592576","19/04/30"
"592575","19/04/30"
"592574","19/04/30"
"592573","19/04/30"
"592572","19/04/30"
"592571","19/04/30"
"592569","19/04/30"
"592568","19/04/30"
"592567","19/04/30"
"592566","19/04/30"
"592565","19/04/30"
"592564","19/04/30"
"592562","19/04/30"
"592561","19/04/30"
"592560","19/04/30"
"592559","19/04/30"
"592558","19/04/30"
"592557","19/04/30"
"592556","19/04/30"
"592555","19/04/30"
"592554","19/04/30"
"592553","19/04/30"
"592552","19/04/30"
"592551","19/04/30"
"592550","19/04/30"
"592549","19/04/30"
"592548","19/04/30"
"592547","19/04/30"
"592546","19/04/30"
"592545","19/04/30"
"592543","19/04/30"
"592542","19/04/30"
"592541","19/04/30"
"592540","19/04/30"
"592539","19/04/30"
"592538","19/04/30"
"592537","19/04/30"
"592536","19/04/30"
"592517","19/04/30"
"592516","19/04/30"
"592515","19/04/30"
"592514","19/04/30"
"592513","19/04/30"
"592512","19/04/30"
"592511","19/04/30"
"592510","19/04/30"
"592509","19/04/30"
"592508","19/04/30"
"592507","19/04/30"
"592506","19/04/30"
"592505","19/04/30"
"592504","19/04/30"
"592503","19/04/30"
"592502","19/04/30"
"592501","19/04/30"
"592500","19/04/30"
"592499","19/04/30"
"592498","19/04/30"
"592497","19/04/30"
"592496","19/04/30"
"592495","19/04/30"
"592494","19/04/30"
"592493","19/04/30"
"592492","19/04/30"
"592491","19/04/30"
"592490","19/04/30"
"592489","19/04/30"
"592488","19/04/30"
"592487","19/04/30"
"592486","19/04/30"
"592485","19/04/30"
"592484","19/04/30"
"592483","19/04/30"
"592482","19/04/30"
"592481","19/04/30"
"592480","19/04/30"
"592479","19/04/30"
"592478","19/04/30"
"592477","19/04/30"
"592476","19/04/30"
"592475","19/04/30"
"592474","19/04/30"
"592473","19/04/30"
"592472","19/04/30"
"592471","19/04/30"
"592470","19/04/30"
"592469","19/04/30"
"592468","19/04/30"
"592467","19/04/30"
"592466","19/04/30"
"592465","19/04/30"
"592464","19/04/30"
"592463","19/04/30"
"592462","19/04/30"
"592461","19/04/30"
"592460","19/04/30"
"592459","19/04/30"
"592458","19/04/30"
"592457","19/04/30"
"592456","19/04/30"
"592455","19/04/30"
"592454","19/04/30"
"592453","19/04/30"
"592452","19/04/30"
"592451","19/04/30"
"592450","19/04/30"
"592449","19/04/30"
"592448","19/04/30"
"592447","19/04/30"
"592446","19/04/30"
"592445","19/04/30"
"592444","19/04/30"
"592443","19/04/30"
"592442","19/04/30"
"592441","19/04/30"
"592440","19/04/30"
"592439","19/04/30"
"592438","19/04/30"
"592407","19/04/30"
"592406","19/04/30"
"592399","19/04/30"
"592334","19/04/30"
"592322","19/04/30"
"592199","19/04/30"
"592190","19/04/30"
"592150","19/04/30"
"592149","19/04/30"
"592086","19/04/30"
"592085","19/04/30"
"592070","19/04/30"
"592069","19/04/30"
"592068","19/04/30"
"592057","19/04/30"
"592056","19/04/30"
"592050","19/04/30"
"620680","19/05/03"
"557607","19/05/03"
"612225","19/05/21"
"616893","19/05/21"
S3236450,"19/05/23"
"314847","19/05/23"
"244061","19/05/28"
"621133","19/06/19"
"487761","19/06/24"
S90618,"19/08/01"
"234833","19/08/01"
"314363","19/08/01"
"472154","19/08/05"
"234410","19/08/16"
"419738","19/08/20"
"267272","19/08/20"
"617358","19/08/21"
"632196","19/08/29"
"632204","19/09/04"
"118979","19/09/09"
"118981","19/09/17"
"620809","19/09/19"
"620807","19/09/19"
"261841","19/09/20"
"262069","19/09/20"
"262044","19/09/20"
"313903","19/10/23"
"177455","19/10/28"
"214713","19/10/30"
"388520","19/11/04"
"205672","19/11/05"
"118166","19/11/06"
"299171","19/11/06"
"617363","19/11/11"
"485128","19/11/12"
"272125","19/11/15"
"266897","19/11/18"
"405118","19/11/20"
"118969","19/11/20"
"223714","19/11/21"
"237223","19/11/21"
"237230","19/11/21"
"412655","19/11/26"
"617371","19/12/10"
"176732","19/12/11"
"617359","19/12/11"
"262583","19/12/17"
"262584","19/12/17"
"158707","19/12/18"
"196663","19/12/23"
"234477","20/01/08"
"620850","20/01/09"
"583989","20/01/09"
"319997","20/01/10"
"254983","20/01/13"
"118167","20/01/13"
"278820","20/01/14"
"410749","20/01/15"
"568589","20/01/16"
"122390","20/02/03"
"631689","20/02/17"
"631959","20/02/25"
"150490","20/02/27"
"223811","20/02/27"
"273139","20/03/05"
"412140","20/03/06"
"271708","20/03/31"
"492631","20/04/01"
"475074","20/04/08"
"234474","20/04/09"
"273042","20/04/29"
"158908","20/05/07"
"174629","20/05/15"
"483054","20/05/29"
"251469","20/06/05"
"276818","20/06/05"
"621405","20/06/09"
"614272","20/06/09"
"320410","20/06/22"
"273226","20/07/03"
"142833","20/07/06"
"272583","20/07/08"
"616169","20/07/22"
"357149","20/07/23"
"315818","20/08/04"
"177739","20/08/25"
"631166","20/08/27"
"618661","20/09/01"
"492302","20/09/14"
"142815","20/09/22"
"158916","20/10/23"
"119009","20/10/23"
"119013","20/10/23"
"175799","20/10/23"
"175806","20/10/23"
"175805","20/10/23"
"176616","20/10/23"
"176614","20/10/23"
"176622","20/10/23"
"175870","20/10/23"
"176625","20/10/28"
"164034","20/10/28"
,"20/11/02"
"302453","20/11/02"
"265360","20/11/09"
"621131","20/11/09"
"621132","20/11/09"
"214716","20/11/11"
"304450","20/12/04"
"203060","20/12/04"
