sku,qty,is_in_stock
459159,0.0000,1
459161,0.0000,1
459162,0.0000,1
459163,0.0000,1
459164,0.0000,1
459165,0.0000,1
459166,0.0000,1
459167,0.0000,1
459168,0.0000,1
459169,0.0000,1
459170,0.0000,1
459171,0.0000,1
459172,0.0000,1
459173,0.0000,1
459174,0.0000,1
459175,0.0000,1
459176,0.0000,1
459177,0.0000,1
459178,0.0000,1
459179,0.0000,1
459180,0.0000,1
459181,0.0000,1
459182,0.0000,1
459183,0.0000,1
459184,0.0000,1
459185,0.0000,1
459186,0.0000,1
459187,0.0000,1
459188,0.0000,1
459189,0.0000,1
459190,0.0000,1
459191,0.0000,1
459192,0.0000,1
459193,0.0000,1
459194,0.0000,1
459195,0.0000,1
459196,0.0000,1
459197,0.0000,1
459198,0.0000,1
459199,0.0000,1
459200,0.0000,1
459201,0.0000,1
459202,0.0000,1
459203,0.0000,1
459204,0.0000,1
459205,0.0000,1
459206,0.0000,1
459207,0.0000,1
459208,0.0000,1
459209,0.0000,1
459210,0.0000,1
459211,0.0000,1
459212,0.0000,1
459213,0.0000,1
459214,0.0000,1
459215,0.0000,1
459216,0.0000,1
459217,0.0000,1
459218,0.0000,1
459219,0.0000,1
459220,0.0000,1
459221,0.0000,1
459222,0.0000,1
459223,0.0000,1
459224,0.0000,1
459225,0.0000,1
459226,0.0000,1
459227,0.0000,1
459229,0.0000,1
459230,0.0000,1
459231,0.0000,1
459232,0.0000,1
459233,0.0000,1
459234,0.0000,1
459235,0.0000,1
459236,0.0000,1
459237,0.0000,1
459238,0.0000,1
459239,0.0000,1
459240,0.0000,1
459242,0.0000,1
459243,0.0000,1
459244,0.0000,1
459245,0.0000,1
459246,0.0000,1
459247,0.0000,1
459248,0.0000,1
459249,0.0000,1
459250,0.0000,1
459251,0.0000,1
459252,0.0000,1
459253,0.0000,1
459254,0.0000,1
459257,0.0000,1
459258,0.0000,1
459259,0.0000,1
459260,0.0000,1
459262,0.0000,1
459263,0.0000,1
459264,0.0000,1
459265,0.0000,1
459266,0.0000,1
459267,0.0000,1
459268,0.0000,1
459269,0.0000,1
459270,0.0000,1
459271,0.0000,1
459272,0.0000,1
459273,0.0000,1
459274,0.0000,1
459275,0.0000,1
459276,0.0000,1
459277,0.0000,1
459278,0.0000,1
459279,0.0000,1
459280,0.0000,1
459281,0.0000,1
459283,0.0000,1
459284,0.0000,1
459285,0.0000,1
459286,0.0000,1
459287,0.0000,1
459288,0.0000,1
459289,0.0000,1
459290,0.0000,1
459291,0.0000,1
459292,0.0000,1
459293,0.0000,1
459294,0.0000,1
459295,0.0000,1
459296,0.0000,1
459297,0.0000,1
459298,0.0000,1
459299,0.0000,1
459300,0.0000,1
459301,0.0000,1
459302,0.0000,1
459303,0.0000,1
459304,0.0000,1
459305,0.0000,1
459306,0.0000,1
459307,0.0000,1
459308,0.0000,1
459309,0.0000,1
459310,0.0000,1
459311,0.0000,1
459312,0.0000,1
459315,0.0000,1
459316,0.0000,1
459318,0.0000,1
459319,0.0000,1
459320,0.0000,1
459321,0.0000,1
459322,0.0000,1
459323,0.0000,1
459324,0.0000,1
459325,0.0000,1
459326,0.0000,1
459327,0.0000,1
459328,0.0000,1
459329,0.0000,1
459330,0.0000,1
459331,0.0000,1
459332,0.0000,1
459333,0.0000,1
459335,0.0000,1
459336,0.0000,1
459337,0.0000,1
459338,0.0000,1
459339,0.0000,1
459340,0.0000,1
459341,0.0000,1
459342,0.0000,1
459343,0.0000,1
459344,0.0000,1
459345,0.0000,1
459346,0.0000,1
459349,0.0000,1
459350,0.0000,1
459351,0.0000,1
459352,0.0000,1
459353,0.0000,1
459354,0.0000,1
459355,0.0000,1
459356,0.0000,1
459357,0.0000,1
459358,0.0000,1
459359,0.0000,1
459360,0.0000,1
459361,0.0000,1
459362,0.0000,1
459363,0.0000,1
459364,0.0000,1
459366,0.0000,1
459367,0.0000,1
459368,0.0000,1
459369,0.0000,1
459370,0.0000,1
459371,0.0000,1
459372,0.0000,1
459373,0.0000,1
459374,0.0000,1
459375,0.0000,1
459376,0.0000,1
459377,0.0000,1
459379,0.0000,1
459380,0.0000,1
459382,0.0000,1
459383,0.0000,1
459384,0.0000,1
459385,0.0000,1
459386,0.0000,1
459387,0.0000,1
459388,0.0000,1
459389,0.0000,1
459390,0.0000,1
459392,0.0000,1
459393,0.0000,1
459394,0.0000,1
459395,0.0000,1
459396,0.0000,1
459397,0.0000,1
459398,0.0000,1
459399,0.0000,1
459400,0.0000,1
459401,0.0000,1
459402,0.0000,1
459403,0.0000,1
459404,0.0000,1
459405,0.0000,1
459406,0.0000,1
459409,0.0000,1
459410,0.0000,1
459411,0.0000,1
459412,0.0000,1
459413,0.0000,1
459414,0.0000,1
459415,0.0000,1
459416,0.0000,1
459417,0.0000,1
459418,0.0000,1
459419,0.0000,1
459420,0.0000,1
459421,0.0000,1
459422,0.0000,1
459423,0.0000,1
459424,0.0000,1
459425,0.0000,1
459426,0.0000,1
459427,0.0000,1
459428,0.0000,1
459429,0.0000,1
459431,0.0000,1
459432,0.0000,1
459433,0.0000,1
459442,0.0000,1
459443,0.0000,1
459444,0.0000,1
459445,0.0000,1
459446,0.0000,1
459447,0.0000,1
459448,0.0000,1
459449,0.0000,1
459450,0.0000,1
459451,0.0000,1
459452,0.0000,1
459453,0.0000,1
459454,0.0000,1
459455,0.0000,1
459456,0.0000,1
459458,0.0000,1
459459,0.0000,1
459460,0.0000,1
459461,0.0000,1
459463,0.0000,1
459464,0.0000,1
459465,0.0000,1
459466,0.0000,1
459467,0.0000,1
459468,0.0000,1
459469,0.0000,1
459470,0.0000,1
459471,0.0000,1
459472,0.0000,1
459473,0.0000,1
459474,0.0000,1
459475,0.0000,1
459476,0.0000,1
459477,0.0000,1
459478,0.0000,1
459479,0.0000,1
459480,0.0000,1
459481,0.0000,1
459483,0.0000,1
459487,0.0000,1
459490,0.0000,1
459491,0.0000,1
459493,0.0000,1
459494,0.0000,1
459495,0.0000,1
459496,0.0000,1
459498,0.0000,1
459499,0.0000,1
459500,0.0000,1
459501,0.0000,1
459502,0.0000,1
459503,0.0000,1
459504,0.0000,1
459505,0.0000,1
459506,0.0000,1
459507,0.0000,1
459510,0.0000,1
459513,0.0000,1
459514,0.0000,1
459515,0.0000,1
459516,0.0000,1
459517,0.0000,1
459518,0.0000,1
459519,0.0000,1
459520,0.0000,1
459521,0.0000,1
459522,0.0000,1
459523,0.0000,1
459524,0.0000,1
459525,0.0000,1
459526,0.0000,1
459527,0.0000,1
459528,0.0000,1
459529,0.0000,1
459530,0.0000,1
459531,0.0000,1
459532,0.0000,1
459533,0.0000,1
459534,0.0000,1
459535,0.0000,1
459536,0.0000,1
459537,0.0000,1
459538,0.0000,1
459539,0.0000,1
459540,0.0000,1
459541,0.0000,1
459542,0.0000,1
459543,0.0000,1
459544,0.0000,1
459545,0.0000,1
459546,0.0000,1
459547,0.0000,1
459548,0.0000,1
459550,0.0000,1
459551,0.0000,1
459553,0.0000,1
459554,0.0000,1
459555,0.0000,1
459556,0.0000,1
459557,0.0000,1
459558,0.0000,1
459559,0.0000,1
459560,0.0000,1
459561,0.0000,1
459562,0.0000,1
459563,0.0000,1
459564,0.0000,1
459565,0.0000,1
459566,0.0000,1
459567,0.0000,1
459570,0.0000,1
459571,0.0000,1
459572,0.0000,1
459573,0.0000,1
459574,0.0000,1
459575,0.0000,1
459577,0.0000,1
459578,0.0000,1
459579,0.0000,1
459580,0.0000,1
459581,0.0000,1
459582,0.0000,1
459583,0.0000,1
459584,0.0000,1
459585,0.0000,1
459586,0.0000,1
459587,0.0000,1
459588,0.0000,1
459589,0.0000,1
459590,0.0000,1
459591,0.0000,1
459592,0.0000,1
459593,0.0000,1
459594,0.0000,1
459595,0.0000,1
459596,0.0000,1
459597,0.0000,1
459598,0.0000,1
459599,0.0000,1
459600,0.0000,1
459601,0.0000,1
459602,0.0000,1
459603,0.0000,1
459604,0.0000,1
459605,0.0000,1
459606,0.0000,1
459607,0.0000,1
459608,0.0000,1
459609,0.0000,1
459610,0.0000,1
459611,0.0000,1
459612,0.0000,1
459616,0.0000,1
459617,0.0000,1
459618,0.0000,1
459619,0.0000,1
459620,0.0000,1
459621,0.0000,1
459623,0.0000,1
459624,0.0000,1
459625,0.0000,1
459626,0.0000,1
459627,0.0000,1
459628,0.0000,1
459629,0.0000,1
459630,0.0000,1
459631,0.0000,1
459632,0.0000,1
459633,0.0000,1
459634,0.0000,1
459635,0.0000,1
459636,0.0000,1
459638,0.0000,1
459639,0.0000,1
459640,0.0000,1
459641,0.0000,1
459642,0.0000,1
459643,0.0000,1
459644,0.0000,1
459645,0.0000,1
459646,0.0000,1
459647,0.0000,1
459648,0.0000,1
459649,0.0000,1
459650,0.0000,1
459651,0.0000,1
459652,0.0000,1
459653,0.0000,1
459654,0.0000,1
459655,0.0000,1
459656,0.0000,1
459657,0.0000,1
459658,0.0000,1
459659,0.0000,1
459660,0.0000,1
459662,0.0000,1
459663,0.0000,1
459664,0.0000,1
459665,0.0000,1
459666,0.0000,1
459667,0.0000,1
459668,0.0000,1
459669,0.0000,1
459670,0.0000,1
459671,0.0000,1
459672,0.0000,1
459673,0.0000,1
459674,0.0000,1
459675,0.0000,1
459676,0.0000,1
459678,0.0000,1
459679,0.0000,1
459680,0.0000,1
459681,0.0000,1
459682,0.0000,1
459683,0.0000,1
459684,0.0000,1
459685,0.0000,1
459686,0.0000,1
459687,0.0000,1
459688,0.0000,1
459689,0.0000,1
459690,0.0000,1
459691,0.0000,1
459692,0.0000,1
459694,0.0000,1
459695,0.0000,1
459696,0.0000,1
459697,0.0000,1
459701,0.0000,1
459702,0.0000,1
459704,0.0000,1
459705,0.0000,1
459706,0.0000,1
459707,0.0000,1
459708,0.0000,1
459709,0.0000,1
459710,0.0000,1
459711,0.0000,1
459712,0.0000,1
459713,0.0000,1
459714,0.0000,1
459715,0.0000,1
459716,0.0000,1
459717,0.0000,1
459718,0.0000,1
459719,0.0000,1
459721,0.0000,1
459723,0.0000,1
459724,0.0000,1
459725,0.0000,1
459726,0.0000,1
459727,0.0000,1
459728,0.0000,1
459729,0.0000,1
459730,0.0000,1
459731,0.0000,1
459732,0.0000,1
459733,0.0000,1
459734,0.0000,1
459735,0.0000,1
459736,0.0000,1
459737,0.0000,1
459738,0.0000,1
459739,0.0000,1
459741,0.0000,1
459742,0.0000,1
459743,0.0000,1
459744,0.0000,1
459745,0.0000,1
459747,0.0000,1
459748,0.0000,1
459749,0.0000,1
459750,0.0000,1
459752,0.0000,1
459753,0.0000,1
459754,0.0000,1
459755,0.0000,1
459756,0.0000,1
459757,0.0000,1
459758,0.0000,1
459759,0.0000,1
459760,0.0000,1
459761,0.0000,1
459762,0.0000,1
459763,0.0000,1
459764,0.0000,1
459765,0.0000,1
459766,0.0000,1
459773,0.0000,1
459774,0.0000,1
459775,0.0000,1
459776,0.0000,1
459777,0.0000,1
459778,0.0000,1
459779,0.0000,1
459780,0.0000,1
459781,0.0000,1
459782,0.0000,1
459783,0.0000,1
459784,0.0000,1
459785,0.0000,1
459786,0.0000,1
459787,0.0000,1
459788,0.0000,1
459789,0.0000,1
459790,0.0000,1
459791,0.0000,1
459792,0.0000,1
459794,0.0000,1
459795,0.0000,1
459796,0.0000,1
459797,0.0000,1
459798,0.0000,1
459799,0.0000,1
459800,0.0000,1
459801,0.0000,1
459802,0.0000,1
459803,0.0000,1
459804,0.0000,1
459805,0.0000,1
459806,0.0000,1
459807,0.0000,1
459808,0.0000,1
459809,0.0000,1
459810,0.0000,1
459811,0.0000,1
459812,0.0000,1
459813,0.0000,1
459816,0.0000,1
459817,0.0000,1
459818,0.0000,1
459819,0.0000,1
459820,0.0000,1
459821,0.0000,1
459822,0.0000,1
459823,0.0000,1
459824,0.0000,1
459825,0.0000,1
459826,0.0000,1
459827,0.0000,1
459828,0.0000,1
459829,0.0000,1
459830,0.0000,1
459831,0.0000,1
459832,0.0000,1
459833,0.0000,1
459834,0.0000,1
459835,0.0000,1
459836,0.0000,1
459838,0.0000,1
459839,0.0000,1
459840,0.0000,1
459841,0.0000,1
459842,0.0000,1
459843,0.0000,1
459844,0.0000,1
459845,0.0000,1
459846,0.0000,1
459847,0.0000,1
459848,0.0000,1
459849,0.0000,1
459850,0.0000,1
459851,0.0000,1
459852,0.0000,1
459853,0.0000,1
459854,0.0000,1
459855,0.0000,1
459856,0.0000,1
459858,0.0000,1
459859,0.0000,1
459860,0.0000,1
459861,0.0000,1
459862,0.0000,1
459863,0.0000,1
459864,0.0000,1
459865,0.0000,1
459866,0.0000,1
459867,0.0000,1
459868,0.0000,1
459875,0.0000,1
459876,0.0000,1
459877,0.0000,1
459878,0.0000,1
459879,0.0000,1
459880,0.0000,1
459881,0.0000,1
459882,0.0000,1
459883,0.0000,1
459884,0.0000,1
459885,0.0000,1
459886,0.0000,1
459887,0.0000,1
459888,0.0000,1
459889,0.0000,1
459890,0.0000,1
459891,0.0000,1
459892,0.0000,1
459893,0.0000,1
459894,0.0000,1
459895,0.0000,1
459896,0.0000,1
459897,0.0000,1
459898,0.0000,1
459899,0.0000,1
459900,0.0000,1
459901,0.0000,1
459902,0.0000,1
459903,0.0000,1
459904,0.0000,1
459905,0.0000,1
459906,0.0000,1
459907,0.0000,1
459908,0.0000,1
459909,0.0000,1
459910,0.0000,1
459911,0.0000,1
459913,0.0000,1
459914,0.0000,1
459915,0.0000,1
459916,0.0000,1
459917,0.0000,1
459918,0.0000,1
459919,0.0000,1
459920,0.0000,1
459921,0.0000,1
459922,0.0000,1
459923,0.0000,1
459924,0.0000,1
459925,0.0000,1
459927,0.0000,1
459928,0.0000,1
459929,0.0000,1
459930,0.0000,1
459931,0.0000,1
459932,0.0000,1
459933,0.0000,1
459934,0.0000,1
459935,0.0000,1
459936,0.0000,1
459937,0.0000,1
459938,0.0000,1
459939,0.0000,1
459940,0.0000,1
459941,0.0000,1
459942,0.0000,1
459943,0.0000,1
459944,0.0000,1
459945,0.0000,1
459946,0.0000,1
459947,0.0000,1
459948,0.0000,1
459949,0.0000,1
459950,0.0000,1
459951,0.0000,1
459952,0.0000,1
459953,0.0000,1
459954,0.0000,1
459955,0.0000,1
459956,0.0000,1
459957,0.0000,1
459958,0.0000,1
459959,0.0000,1
459960,0.0000,1
459961,0.0000,1
459962,0.0000,1
459963,0.0000,1
459964,0.0000,1
459965,0.0000,1
459967,0.0000,1
459968,0.0000,1
459969,0.0000,1
459970,0.0000,1
459971,0.0000,1
459972,0.0000,1
459973,0.0000,1
459974,0.0000,1
459975,0.0000,1
459976,0.0000,1
459977,0.0000,1
459978,0.0000,1
459980,0.0000,1
459981,0.0000,1
459982,0.0000,1
459983,0.0000,1
459984,4.0000,1
459985,0.0000,1
459986,0.0000,1
459987,0.0000,1
459988,0.0000,1
459989,0.0000,1
459990,0.0000,1
459991,0.0000,1
459992,0.0000,1
459993,0.0000,1
459994,0.0000,1
459995,0.0000,1
459996,0.0000,1
459997,0.0000,1
459998,0.0000,1
460000,0.0000,1
460001,0.0000,1
460002,0.0000,1
460003,0.0000,1
460004,0.0000,1
460005,0.0000,1
460006,0.0000,1
460007,0.0000,1
460008,0.0000,1
460009,0.0000,1
460010,0.0000,1
460011,0.0000,1
460012,0.0000,1
460013,0.0000,1
460014,0.0000,1
460015,0.0000,1
460016,0.0000,1
460017,0.0000,1
460018,0.0000,1
460019,0.0000,1
460020,0.0000,1
460021,0.0000,1
460022,0.0000,1
460023,0.0000,1
460025,0.0000,1
460026,0.0000,1
460027,0.0000,1
460028,0.0000,1
460029,0.0000,1
460030,0.0000,1
460031,0.0000,1
460032,0.0000,1
460033,0.0000,1
460034,0.0000,1
460035,0.0000,1
460036,0.0000,1
460037,0.0000,1
460038,0.0000,1
460039,0.0000,1
460041,0.0000,1
460042,0.0000,1
460043,0.0000,1
460044,0.0000,1
460045,0.0000,1
460046,0.0000,1
460047,0.0000,1
460048,0.0000,1
460049,0.0000,1
460050,0.0000,1
460051,0.0000,1
460052,0.0000,1
460053,0.0000,1
460054,0.0000,1
460055,0.0000,1
460056,0.0000,1
460057,0.0000,1
460059,0.0000,1
460060,0.0000,1
460061,0.0000,1
460062,0.0000,1
460063,0.0000,1
460064,0.0000,1
460065,0.0000,1
460066,0.0000,1
460067,0.0000,1
460068,0.0000,1
460069,0.0000,1
460070,0.0000,1
460071,0.0000,1
460072,0.0000,1
460073,0.0000,1
460074,0.0000,1
460075,0.0000,1
460077,0.0000,1
460078,0.0000,1
460079,0.0000,1
460080,0.0000,1
460081,0.0000,1
460084,0.0000,1
460085,0.0000,1
460086,0.0000,1
460087,0.0000,1
460088,0.0000,1
460089,0.0000,1
