sku,eancode
242113,8010152335235
242114,8010152335242
242115,8010152335259
242116,8010152335266
242117,8010152335310
242118,8010152335327
242119,8010152335334
242120,8010152335341
242121,8010152335358
242122,8010152335365
242123,8010152335617
242124,8010152335624
242125,8010152335631
242126,8010152335648
242127,8010152335655
242128,8010152335662
242129,8010152335716
242130,8010152335723
242131,8010152335730
242132,8010152335747
242133,8010152335754
242134,8010152335761
242135,8010152336010
242136,8010152336027
242137,8010152336034
242138,8010152336041
242139,8010152336058
242140,8010152336065
242141,8010152336119
242142,8010152336126
242143,8010152336133
242144,8010152336140
242145,8010152336157
242146,8010152336164
242201,8010152338311
242202,8010152338328
242203,8010152338335
242204,8010152338342
242205,8010152338359
242206,8010152338366
242207,8010152338410
242208,8010152338427
242209,8010152338434
242210,8010152338441
242211,8010152338458
242212,8010152338465
242213,8010152338519
242214,8010152338526
242215,8010152338533
242216,8010152338540
242217,8010152338557
242218,8010152338564
242219,8010152348112
242220,8010152348136
242221,8010152348150
242222,8010152348167
242223,8010152348181
242224,8010152348419
242225,8010152348433
242226,8010152348457
242227,8010152348464
242228,8010152348488
242229,8010152348617
242230,8010152348631
242231,8010152348655
242232,8010152348662
242233,8010152348686
242234,8010152348914
242235,8010152348938
242236,8010152348952
242237,8010152348969
242238,8010152348983
242258,8010152374418
242259,8010152374432
242260,8010152374456
242261,8010152374463
242262,8010152374487
242263,8010152374517
242264,8010152374531
242265,8010152374555
242266,8010152374562
242267,8010152374586
242268,8010152374814
242269,8010152374838
242270,8010152374852
242271,8010152374869
242272,8010152374883
242273,8010152375019
242274,8010152375033
242275,8010152375057
242276,8010152375064
242277,8010152375088
242278,8010152375118
242279,8010152375132
242280,8010152375156
242281,8010152375163
242282,8010152375187
242283,8010152375415
242284,8010152375439
242285,8010152375453
242286,8010152375460
242287,8010152375484
242288,8010152375613
242289,8010152375668
242290,8010152375712
242291,8010152375736
242292,8010152375750
242293,8010152375767
242294,8010152375781
242295,8010152376016
242296,8010152376030
242297,8010152376054
242298,8010152376061
242299,8010152376085
242300,8010152376214
242301,8010152376238
242302,8010152376252
242303,8010152376269
242304,8010152376283
242305,8010152376313
242306,8010152376337
242307,8010152376351
242308,8010152376368
242309,8010152376382
242310,8010152376610
242311,8010152376634
242312,8010152376658
242313,8010152376665
242314,8010152376689
242315,8010152376733
242316,8010152376757
242317,8010152376788
242348,8010152403026
242349,8010152403040
242350,8010152403118
242352,8010152404221
242353,8010152404238
242354,8010152404245
242372,8010152407024
242373,8010152407031
242374,8010152407048
242378,8010152420009
242379,8010152420016
242381,8010152420207
242382,8010152420214
242384,8010152420801
242385,8010152420818
242387,8010152421006
242388,8010152421013
242390,8010152422003
242391,8010152422027
242393,8010152422508
242395,8010152422522
242401,8010152504006
242402,8010152504013
242403,8010152504044
242404,8010152504051
242405,8010152504105
242406,8010152504136
242407,8010152504143
242408,8010152504150
242409,8010152504181
242410,8010152504198
242411,8010152504228
242413,8010152504242
242414,8010152504273
242415,8010152530029
242416,8010152530036
242418,8010152530500
242419,8010152530517
242427,8010152542008
242428,8010152542015
242430,8010152630019
242431,8010152630026
242432,8010152630033
242433,8010152630040
242434,8010152630057
242435,8010152630064
242436,8010152630132
242437,8010152630149
242438,8010152630156
242439,8010152630163
242440,8010152630170
242441,8010152630187
242444,8010152630514
242448,8010152637537
242449,8010152637544
242450,8010152637551
242451,8010152637568
242452,8010152637575
242453,8010152637582
242454,8010152637650
242455,8010152637667
242456,8010152637674
242457,8010152637681
242458,8010152637698
242459,8010152637704
242460,8010152641121
242461,8010152641138
242462,8010152641145
242463,8010152641152
242464,8010152641169
242465,8010152641176
242466,8010152641220
242467,8010152641237
242468,8010152641244
242469,8010152641251
242470,8010152641268
242471,8010152641275
242485,8010152644436
242486,8010152644443
242491,8010152644559
242492,8010152644566
242580,8010152652110
242581,8010152652127
242582,8010152652134
242583,8010152652141
242584,8010152652158
242585,8010152652165
242586,8010152652417
242587,8010152652424
242588,8010152652431
242589,8010152652448
242590,8010152652455
242591,8010152652462
242715,8010152710902
242716,8010152710919
242717,8010152710926
242718,8010152710933
242719,8010152710940
242720,8010152710957
242721,8010152710988
242722,8010152710995
242723,8010152711008
242724,8010152711152
242725,8010152711169
242726,8010152711176
242727,8010152711909
242728,8010152711916
242729,8010152711923
242730,8010152711930
242731,8010152711947
242732,8010152711954
242733,8010152711961
242734,8010152711978
242735,8010152711985
242736,8010152711992
242737,8010152712005
242738,8010152712012
242745,8010152713002
242746,8010152713019
242747,8010152713026
242748,8010152713033
242749,8010152713040
242750,8010152713057
242751,8010152713064
242752,8010152713071
242753,8010152713088
242754,8010152713095
242755,8010152713101
242756,8010152713118
242757,8010152713125
242758,8010152713132
242759,8010152713149
242760,8010152713156
242761,8010152713163
242762,8010152713170
242763,8010152713187
242764,8010152713194
242765,8010152713309
242766,8010152713316
242767,8010152713323
242768,8010152713330
242775,8010152713835
242776,8010152713859
242777,8010152713866
242778,8010152713873
242779,8010152713880
242780,8010152713897
242781,8010152716003
242782,8010152716010
242783,8010152716027
242784,8010152716034
242788,8010152716409
242791,8010152718724
242799,8010152727450
242800,8010152727467
242801,8010152727498
242806,8010152727733
242807,8010152727740
242808,8010152727771
242812,8010152796012
242813,8010152796029
242814,8010152796036
242815,8010152796043
242816,8010152796050
242817,8010152796067
242818,8010152796111
242819,8010152796128
242820,8010152796135
242821,8010152796142
242822,8010152796159
242823,8010152796166
242842,8010152797811
242843,8010152797828
242844,8010152797835
242845,8010152797842
242846,8010152797859
242847,8010152797866
242856,8010152830181
242897,8010152876578
242898,8010152876608
242899,8010152876615
242900,8010152876622
242901,8010152876639
242902,8010152876646
242909,8010152891113
242910,8010152891120
242911,8010152891137
242912,8010152891144
242914,8010152891168
242915,8010152891717
242916,8010152891724
242917,8010152891731
242918,8010152891748
242919,8010152891755
242920,8010152891762
242921,8010152891816
242922,8010152891823
242923,8010152891830
242924,8010152891847
242925,8010152891854
242926,8010152891861
242933,8010152894510
242934,8010152894527
242935,8010152894534
242936,8010152894541
242937,8010152894558
242938,8010152894565
242939,8010152894619
242940,8010152894626
242941,8010152894633
242942,8010152894640
242943,8010152894657
242944,8010152894664
242982,4013902919055
242984,4013902919093
242987,4013902874279
242988,4013902021000
242989,4013902020997
242991,4013902110025
242992,4013902110032
242993,4013902110094
242994,4013902937233
242995,4013902110018
242996,4013902111015
242998,4013902110001
242999,4013902110063
243000,4013902110070
243002,4013902110056
243003,4013902882137
243004,4013902110049
243005,4013902110100
243006,4013902110117
243009,4013902110742
243010,4013902882144
243011,4013902110155
243012,4013902110193
243014,4013902110759
243015,4013902110162
243016,4013902110209
243018,4013902110766
243019,4013902871629
243020,4013902110179
243021,4013902110216
243023,4013902110773
243024,4013902871636
243025,4013902110186
243026,4013902110223
243028,4013902111183
243029,4013902111190
243042,4013902153527
243043,4013902858224
243045,4013902931095
243046,4013902931101
243047,4013902931071
243048,4013902931088
243050,4013902152322
243052,4013902557950
243053,4013902930920
243055,4013902152339
243056,4013902930937
243057,4013902557967
243059,4013902152346
243061,4013902557974
243063,4013902152353
243065,4013902557981
243067,4013902858255
243068,4013902858248
243069,4013902152360
243071,4013902557998
243073,4013902858279
243074,4013902858262
243075,4013902558018
243077,4013902558001
243079,4013902858231
243080,4013902930890
243081,4013902930906
243082,4013902930876
243083,4013902930883
243084,4013902859672
243085,4013902012572
243086,4013902854615
243088,4013902854639
243089,4013902859689
243090,4013902859696
243091,4013902859702
243092,4013902887057
243093,4013902887064
243094,4013902063130
243095,4013902852413
243096,4013902063147
243097,4013902852420
243098,4013902063154
243099,4013902852437
243100,4013902063161
243101,4013902852444
243102,4013902062546
243103,4013902062652
243105,4013902062591
243107,4013902062652
243108,4013902912476
243109,4013902062607
243110,4013902062560
243111,4013902062669
243112,4013902062614
243114,4013902062621
243115,4013902062584
243116,4013902062744
243117,4013902062751
243119,4013902062874
243124,4013902917853
243125,4013902062768
243126,4013902062775
243127,4013902062782
243128,4013902062799
243129,4013902879984
243130,4013902879991
243131,4013902880003
243132,4013902062676
243133,4013902062683
243134,4013902914357
243135,4013902890293
243136,4013902062706
243137,4013902890064
243138,4013902890309
243139,4013902160501
243140,4013902852611
243143,4013902885275
243144,4013902885282
243145,4013902885299
243146,4013902885305
243147,4013902885312
243148,4013902884933
243149,4013902884988
243150,4013902885169
243151,4013902885138
243152,4013902885152
243153,4013902885145
243154,4013902885206
243155,4013902885176
243156,4013902885190
243157,4013902885183
243158,4013902885237
243159,4013902885220
243160,4013902885213
243161,4013902885268
243162,4013902885251
243163,4013902885244
243164,4013902885329
243165,4013902885022
243166,4013902922130
243167,4013902885060
243168,4013902884940
243169,4013902884995
243173,4013902937622
243174,4013902885039
243175,4013902885848
243176,4013902885077
243177,4013902885107
243178,4013902902705
243179,4013902885046
243180,4013902885855
243181,4013902885084
243182,4013902885114
243183,4013902884957
243184,4013902885008
243185,4013902885053
243186,4013902885862
243187,4013902885091
243188,4013902885121
243189,4013902884964
243190,4013902885015
243191,4013902884971
243193,4013902889969
243194,4013902911561
243198,4013902885718
243199,4013902885671
243200,4013902885756
243201,4013902885725
243202,4013902885688
243203,4013902885763
243204,4013902885695
243205,4013902885657
243206,4013902885732
243207,4013902885701
243208,4013902885664
243209,4013902885749
243210,4013902885480
243211,4013902885497
243212,4013902885503
243213,4013902885510
243214,4013902885527
243215,4013902885336
243216,4013902885343
243217,4013902885350
243218,4013902885442
243219,4013902885459
243220,4013902885466
243221,4013902885473
243222,4013902885367
243223,4013902885374
243224,4013902885381
243225,4013902885398
243226,4013902885404
243227,4013902885411
243228,4013902885428
243229,4013902885435
243230,4013902885534
243231,4013902885541
243232,4013902885558
243233,4013902885589
243234,4013902885596
243235,4013902885602
243236,4013902885619
243237,4013902885626
243238,4013902885770
243239,4013902885787
243240,4013902885824
243241,4013902885794
243242,4013902902712
243243,4013902902729
243244,4013902885800
243245,4013902902736
243246,4013902902743
243247,4013902071180
243248,4013902071258
243249,4013902071197
243250,4013902071203
243251,4013902071265
243252,4013902071272
243253,4013902071210
243254,4013902071227
243255,4013902071289
243256,4013902071296
243258,4013902071234
243259,4013902071241
243260,4013902071302
243261,4013902071319
243262,4013902120024
243263,4013902120079
243264,4013902120086
243265,4013902120055
243266,4013902120031
243267,4013902120109
243268,4013902120062
243269,4013902120130
243270,4013902120093
243271,4013902120116
243272,4013902120147
243273,4013902120154
243274,4013902120123
243275,4013902120000
243276,4013902120017
243277,4013902120048
243278,4013902120406
243279,4013902120390
243280,4013902120413
243293,4013902120284
243295,4013902120307
243297,4013902120338
243298,4013902120291
243299,4013902120314
243303,4013902120161
243304,4013902020058
243305,4013902020072
243306,4013902858682
243307,4013902012374
243308,4013902012381
243309,4013902012398
243310,4013902858675
243313,4013902852116
243314,4013902852123
243315,4013902903917
243316,4013902852130
243317,4013902903924
243318,4013902852147
243319,4013902903931
243320,4013902855698
243321,4013902903948
243323,4013902011582
243324,4013902013951
243326,4013902014583
243327,4013902932610
243328,4013902014590
243329,4013902932627
243333,4013902859634
243334,4013902012497
243335,4013902012503
243336,4013902012510
243337,4013902012527
243338,4013902859641
243339,4013902859658
243340,4013902859665
243346,4013902014187
243347,4013902903825
243348,4013902014194
243349,4013902014200
243350,4013902014217
243351,4013902014231
243352,4013902014224
243353,4013902014248
243354,4013902014255
243355,4013902091096
243367,4013902020195
243369,4013902940073
243370,4013902020102
243371,4013902020133
243372,4013902020164
243373,4013902934355
243374,4013902021321
243375,4013902020317
243376,4013902020263
243377,4013902020331
243378,4013902020300
243380,4013902855759
243381,4013902021284
243383,4013902030033
243386,4013902030286
243387,4013902030187
243388,4013902030194
243389,4013902031702
243390,4013902030200
243391,4013902030217
243392,4013902030866
243396,4013902030040
243397,4013902030804
243398,4013902030064
243399,4013902030071
243400,4013902030811
243402,4013902030828
243403,4013902030262
243405,4013902050222
243406,4013902050215
243409,4013902031481
243416,4013902080816
243417,4013902080809
243424,4013902933792
243425,4013902933815
243426,4013902933822
243427,4013902933846
243429,4013902858064
243430,4013902858019
243431,4013902011315
243432,4013902012534
243433,4013902011322
243434,4013902858071
243435,4013902858026
243436,4013902932566
243437,4013902012541
243438,4013902932542
243439,4013902011339
243440,4013902012558
243441,4013902932573
243442,4013902011346
243443,4013902012565
243445,4013902858088
243446,4013902858033
243447,4013902932597
243448,4013902858095
243449,4013902858040
243450,4013902010844
243451,4013902858101
243452,4013902858057
243462,4013902852635
243463,4013902020041
243465,4013902120468
243466,4013902120475
243467,4013902120444
243468,4013902120499
243469,4013902120451
243470,4013902120529
243471,4013902120482
243472,4013902120505
243473,4013902120536
243474,4013902120543
243475,4013902120512
243476,4013902120437
243480,4013902861644
243481,4013902861927
243482,4013902861651
243483,4013902861934
243484,4013902861668
243485,4013902861941
243486,4013902861675
243487,4013902861958
243488,4013902861699
243489,4013902861972
243490,4013902861682
243491,4013902861965
243492,4013902861705
243493,4013902861989
243494,4013902861712
243495,4013902861996
243496,4013902861736
243497,4013902862016
243498,4013902861743
243499,4013902862023
243500,4013902861729
243501,4013902862009
243502,4013902861767
243503,4013902862047
243504,4013902932931
243505,4013902933068
243506,4013902861774
243507,4013902862054
243508,4013902932917
243509,4013902933044
243510,4013902932924
243511,4013902933051
243512,4013902861750
243513,4013902862030
243514,4013902861804
243515,4013902862085
243516,4013902901456
243517,4013902901616
243518,4013902861811
243519,4013902862092
243520,4013902901432
243521,4013902901593
243522,4013902901449
243523,4013902901609
243524,4013902861798
243525,4013902862078
243526,4013902861835
243527,4013902862115
243528,4013902861842
243529,4013902862122
243530,4013902901210
243531,4013902901227
243532,4013902901241
243533,4013902901258
243534,4013902901265
243535,4013902901234
243536,4013902901333
243537,4013902901340
243538,4013902901364
243539,4013902901371
243540,4013902901388
243541,4013902901357
243542,4013902861583
243543,4013902861866
243544,4013902861590
243545,4013902861873
243546,4013902861606
243547,4013902861880
243548,4013902861613
243549,4013902861897
243550,4013902861620
243551,4013902861903
243552,4013902861637
243553,4013902861910
243554,4013902861071
243555,4013902150083
243556,4013902861361
243557,4013902150335
243558,4013902861088
243559,4013902150229
243560,4013902861378
243561,4013902150441
243562,4013902861095
243563,4013902150137
243564,4013902861385
243565,4013902150380
243566,4013902861101
243567,4013902150274
243568,4013902861392
243569,4013902150496
243570,4013902861125
243571,4013902150236
243572,4013902861415
243573,4013902150458
243574,4013902861118
243575,4013902150090
243576,4013902861408
243577,4013902150342
243578,4013902861132
243579,4013902153541
243580,4013902861422
243581,4013902153565
243582,4013902861149
243583,4013902153558
243584,4013902861439
243585,4013902153572
243586,4013902861170
243587,4013902150243
243588,4013902861453
243589,4013902150465
243590,4013902861187
243591,4013902150014
243592,4013902861460
243593,4013902152513
243594,4013902861163
243595,4013902150106
243596,4013902861446
243597,4013902150359
243598,4013902861200
243599,4013902150250
243600,4013902861484
243601,4013902150472
243602,4013902932900
243603,4013902932979
243604,4013902933037
243605,4013902933099
243606,4013902861217
243607,4013902150021
243608,4013902861491
243609,4013902152520
243610,4013902932887
243611,4013902932948
243612,4013902933013
243613,4013902933075
243614,4013902932894
243615,4013902932955
243616,4013902933020
243617,4013902933082
243618,4013902861194
243619,4013902150113
243620,4013902861477
243621,4013902150366
243622,4013902861248
243623,4013902150267
243624,4013902861521
243625,4013902150489
243626,4013902901418
243627,4013902901494
243628,4013902901579
243629,4013902901654
243630,4013902861255
243631,4013902150038
243632,4013902861538
243633,4013902150502
243634,4013902901395
243635,4013902901470
243636,4013902901555
243637,4013902901630
243638,4013902901401
243639,4013902901487
243640,4013902901562
243641,4013902901647
243642,4013902861231
243643,4013902150120
243644,4013902861514
243645,4013902150373
243646,4013902861279
243647,4013902150144
243648,4013902861552
243649,4013902150397
243650,4013902861286
243651,4013902150281
243652,4013902861569
243653,4013902152506
243654,4013902861019
243655,4013902150052
243656,4013902861309
243657,4013902150304
243658,4013902861026
243659,4013902150199
243660,4013902861316
243661,4013902150410
243662,4013902861033
243663,4013902150069
243664,4013902861323
243665,4013902150311
243666,4013902861040
243667,4013902150205
243668,4013902861330
243669,4013902150427
243670,4013902861057
243671,4013902150076
243672,4013902861347
243673,4013902150328
243674,4013902861064
243675,4013902150212
243676,4013902861354
243677,4013902150434
243678,4013902912896
243679,4013902906352
243680,4013902906345
243682,4013902907670
243683,4013902858323
243684,4013902858316
243685,4013902858309
243686,4013902858460
243687,4013902858453
243688,4013902090273
243689,4013902858347
243690,4013902858330
243691,4013902090136
243692,4013902858354
243693,4013902090174
243694,4013902858361
243695,4013902858385
243696,4013902858378
243697,4013902090211
243698,4013902858408
243699,4013902858392
243700,4013902090259
243701,4013902858422
243702,4013902858415
243704,4013902858446
243705,4013902858439
243706,4013902892471
243707,4013902858576
243708,4013902858538
243709,4013902858491
243710,4013902858583
243711,4013902858545
243712,4013902858507
243713,4013902858552
243714,4013902858514
243715,4013902858477
243716,4013902858569
243717,4013902858521
243718,4013902858484
243719,4013902090013
243720,4013902859382
243721,4013902090020
243722,4013902090037
243723,4013902858286
243724,4013902090051
243725,4013902090099
243726,4013902858293
243727,4013902090518
243729,4013902921478
243730,4013902921485
243731,4013902921492
243732,4013902921508
243733,4013902928224
243734,4013902020256
243735,4013902020324
243745,4013902859986
243746,4013902859993
243747,4013902878758
243748,4013902878765
243749,4013902922109
243750,4013902934874
243751,4013902934980
243752,4013902934966
243753,4013902934911
243754,4013902934720
243755,4013902934706
243756,4013902934713
243757,4013902934812
243758,4013902934836
243759,4013902934850
243760,4013902934799
243761,4013902934805
243762,4013902934829
243763,4013902934843
243764,4013902934515
243766,4013902934508
243768,4013902934522
243769,4013902934539
243770,4013902934577
243771,4013902934560
243772,4013902934607
243773,4013902934584
243774,4013902934591
243777,4013902152131
243778,4013902152186
243779,4013902152148
243780,4013902153701
243781,4013902152155
243782,4013902152162
243783,4013902152179
243784,4013902152193
243785,4013902904396
243786,4013902904402
243787,4013902152100
243788,4013902152117
243789,4013902152124
243790,4013902556779
243791,4013902556786
243792,4013902556793
243793,4013902556809
243794,4013902556762
243795,4013902556717
243796,4013902556731
243797,4013902556625
243798,4013902556656
243799,4013902556694
243804,4013902020027
243805,4013902020034
243806,4013902152872
243815,4013902852154
243816,4013902852161
243817,4013902903955
243818,4013902852178
243819,4013902903962
243820,4013902852185
243821,4013902903979
243822,4013902855704
243823,4013902903986
243824,4013902020010
243829,4013902040094
243830,4013902040032
243831,4013902040094
243832,4013902040131
243833,4013902040179
243835,4013902040193
243836,4013902040223
243838,4013902040247
243839,4013902040278
243841,4013902040292
243842,4013902040339
243844,4013902040353
243845,4013902040384
243846,4013902815715
243847,4013902907618
243848,4013902907540
243849,4013902907557
243850,4013902908462
243851,4013902815739
243852,4013902924448
243853,4013902924455
243854,4013902924462
243855,4013902815746
243856,4013902815753
243857,4013902907588
243858,4013902907595
243859,4013902907601
243865,4013902013708
243866,4013902881734
243867,4013902013722
243868,4013902891924
243869,4013902013746
243870,4013902891948
243871,4013902013715
243872,4013902891894
243873,4013902013739
243874,4013902891825
243875,4013902013753
243876,4013902891900
243877,4013902013760
243878,4013902859955
243879,4013902859962
243880,4013902859979
243881,4013902941292
243882,4013902941315
243883,4013902941308
243884,4013902941322
243886,4003468132029
243888,7612748000940
243889,7612748001732
243891,7612748000605
243897,4003468491058
243905,4003468491300
243906,4003468491317
243907,4003468491508
243909,4003468492000
243910,4003468496022
243911,4003468496046
243912,4003468496060
243915,4003468500200
243916,4003468575185
243919,4003468575154
243920,4003468575192
243921,4003468600009
243922,4003468713013
243923,4003468713020
243960,4003468900109
243961,4003468900604
243962,4003468902004
243964,4003468900703
243965,4003468900727
243966,4003468900734
243967,4003468902363
243968,4003468900802
243969,4003468900826
243970,4003468900833
243974,4003468900932
243978,4003468901915
243979,4003468901922
243983,4003468900512
243987,4003468903056
243988,4003468903070
243989,4003468903360
243990,4003468903414
243991,4003468903483
243992,4003468909447
243994,4003468903629
243996,4003468903711
243999,4003468904053
244000,4003468904015
244001,4003468904077
244002,4003468904268
244003,4003468904275
244007,4003468904244
244008,4003468904251
244009,4003468904343
244011,4003468907559
244015,7612748000711
244023,7612748000629
244027,4003468903520
244029,4003468716205
244030,4003468140017
244031,4003468140024
244032,4003468140130
244033,4003468140918
244034,4003468146002
244035,4003468147009
244036,4003468148006
244037,4003468732014
244039,4003468041000
244040,4003468047002
244041,4003468010518
244042,4003468010501
244044,4003468010068
244045,4003468010129
244046,4003468010525
244047,4003468022313
244048,4003468024034
244049,4003468070024
244050,4003468070086
244052,4003468070048
244053,4003468490549
244054,4003468490532
244056,4003468490587
244057,4003468109007
244058,4003468109014
244059,4003468111109
244060,4003468111154
244061,4003468111147
244062,4003468111116
244063,4003468112007
244064,4003468112014
244065,4003468120002
244066,4003468120019
244067,4003468121009
244068,4003468121016
244069,4003468122006
244070,4003468122013
244072,4003468131039
244073,4003468133002
244074,4003468108017
244075,4003468108000
244076,4003468126035
244077,4003468127001
244078,4003468128008
244079,4003468129005
244080,4003468131022
244081,4003468400005
244082,4003468402009
244083,4003468404003
244084,4003468405000
244085,4003468408032
244086,4003468409039
244087,4003468411001
244088,4003468412008
244089,4003468413005
244090,4003468414002
244091,4003468190050
244093,4003468500057
244094,4003468500071
244095,4003468500088
244096,4003468500293
244097,4003468500132
244098,4003468500149
244099,4003468500170
244100,4003468500187
244101,4003468500194
244102,4003468500279
244104,4003468902851
244105,4003468575093
244106,4003468575109
244107,4003468575116
244108,4003468575123
244111,4003468701140
244112,4003468702055
244113,4003468703052
244114,4003468704028
244115,4003468705032
244116,4003468706022
244117,4003468707029
244118,4003468708026
244119,4003468709030
244120,4003468712009
244121,4003468714126
244122,4003468714133
244124,4003468721018
244125,4003468722015
244126,4003468722022
244127,4003468725016
244128,4003468741023
244129,4003468741030
244130,4003468746028
244131,4003468746035
244132,4003468748022
244133,4003468748039
244134,4003468782019
244136,4003468784013
244137,4003468784020
244156,4003468491072
244159,4003468491041
244161,4003468170533
244162,4003468171004
244163,4003468172001
244164,4003468715024
244166,4003468107065
244167,4003468183311
244169,4003468181003
244171,4003468181010
244172,4003468180631
244174,4003468285022
244176,4003468280096
244177,4003468280089
244178,4003468181164
244179,4003468161609
244182,4003468160633
244184,4003468260012
244185,4003468020166
244186,4003468020821
244187,4003468020869
244190,4003468170151
244191,4003468340103
244192,4003468340110
244193,4003468030073
244194,4003468608081
244195,4003468611814
244196,4003468611838
244197,4003468611821
244199,4003468611845
244200,4003468611852
244216,4015082763299
244217,4015080517955
244218,4015080517863
244219,4015080517689
244220,4015080101574
244221,4015082768300
244222,4015082770044
244223,4015082767259
244224,4015082766900
244230,4015080728962
244231,4015080828822
244232,4015080727347
244233,4015080727354
244234,4015080727392
244235,4015080469384
244236,4015080727361
244237,4015080727378
244239,4015082169275
244240,4015082169251
244241,4015082169220
244242,4015082166151
244243,4015082165925
244244,4015082165659
244245,4015082165642
244246,4015082165635
244247,4015082168650
244248,4015082168810
244249,4015082741044
244250,4015082196547
244251,4015082196554
244252,4015082814038
244420,4015082754099
244421,4015082754105
244422,4015082754112
244434,4015081014422
244435,4015081014460
244436,4015081014583
244437,4015081014620
244438,4015081014507
244439,4015081014545
244440,4015081014439
244441,4015081014477
244442,4015081014590
244443,4015081014637
244444,4015081014514
244445,4015081014552
244446,4015081014446
244447,4015081014484
244448,4015081014606
244449,4015081014644
244450,4015081014521
244451,4015081014569
244452,4015081014453
244453,4015081014491
244454,4015081014613
244455,4015081014651
244456,4015081014538
244457,4015081014576
244473,4015081014828
244474,4015081014743
244475,4015081014750
244476,4015081014767
244477,4015081014774
244478,4015081014781
244479,4015081014798
244480,4015081014804
244481,4015081014811
244482,4015081014668
244483,4015081014675
244484,4015081014682
244485,4015081014699
244486,4015081014705
244487,4015081014712
244488,4015081014729
244489,4015081014736
244490,4015082949051
244492,4015082949099
244498,4015082949143
244499,4015082948900
244500,4015082948917
244501,4015082948924
244502,4015082948931
244515,4015082407322
244516,4015082407339
244517,4015082407421
244518,4015082407346
244519,4015082407353
244520,4015082407438
244521,4015082407360
244522,4015082407445
244523,4015082407377
244524,4015082407384
244525,4015082407452
244526,4015082407391
244527,4015082407407
244528,4015082407469
244529,4015082407414
244530,4015082407476
244559,4015082852337
244560,4015082936280
244635,4015081041589
244639,4015082867713
244654,4015082935269
244655,4015082935283
244656,4015082935320
244657,4015082935306
244658,4015082935368
244659,4015082935344
244660,4015082866754
244661,4015082866761
244662,4015082866785
244663,4015082866778
244664,4015082866808
244665,4015082866792
244666,4015082866815
244667,4015082866822
244668,4015082866846
244669,4015082866839
244670,4015082866860
244671,4015082866853
244672,4015082866877
244673,4015082866884
244674,4015082866907
244675,4015082866891
244676,4015082866921
244677,4015082866914
244689,4015081142033
244690,4015081142040
244691,4015081141999
244692,4015081142002
244693,4015081142019
244694,4015081142026
244695,4015081023639
244696,4015081023608
244697,4015081023615
244698,4015081023622
244699,4015081142095
244700,4015081142101
244701,4015081142057
244702,4015081142064
244703,4015081142071
244704,4015081142088
244705,4015081142156
244706,4015081142163
244707,4015081142118
244708,4015081142125
244709,4015081142132
244710,4015081142149
244711,4015081041565
244712,4015081041534
244713,4015081041541
244714,4015081041558
244715,4015081142217
244716,4015081142224
244717,4015081142170
244718,4015081142187
244719,4015081142194
244720,4015081142200
244721,4015081142279
244722,4015081142286
244723,4015081142231
244724,4015081142248
244725,4015081142255
244726,4015081142262
244727,4015082936099
244728,4015082867652
244729,4015082867669
244730,4015082867676
244731,4015081142323
244732,4015081142330
244733,4015081142293
244734,4015081142309
244735,4015081142316
244736,4015082867577
244737,4015082867607
244738,4015082867621
244739,4015082935993
244740,4015082936037
244741,4015082867584
244742,4015082867614
244743,4015082867638
244744,4015082936013
244745,4015082936051
244746,4015082867591
244747,4015082867645
244748,4015082936075
244791,4015081137169
244792,4015081137183
244793,4015081137206
244794,4015081137220
244795,4015081137213
244796,4015082846497
244800,4015081137152
244802,4015081076024
244803,4015081076017
244813,4015082370374
245128,4015082914660
245129,4015082914790
245131,4015082914813
245132,4015082914646
245133,4015082914806
245134,4015082914844
245135,4015082914691
245136,4015082914677
245137,4015082914820
245138,4015082914684
245139,4015082914837
245140,4015082914721
245141,4015082914868
245142,4015082914738
245143,4015082914745
245144,4015082914707
245145,4015082914851
245146,4015082914714
245147,4015082914776
245148,4015082914783
245152,4015082914769
245153,4015082914752
245154,4015082156374
245156,4014380536666
245157,4014380536697
245159,4015082156428
245162,4015082156398
245165,4014380536680
245166,4014380536734
245168,4014380536932
245169,4014380536710
245176,4015081071159
245374,4015082759605
245375,4015082759544
245376,4015082759513
245377,4015082759582
245378,4015082759520
245379,4015082759599
245380,4015082759537
245381,4015082759636
245383,4015082759612
245384,4015082759551
245385,4015082759629
245386,4015082759568
245432,4015081018024
245433,4015082762827
245434,4015082762834
245435,4015082762841
245436,4015082762858
245437,4015082762865
245438,4015082762872
245439,4015082762889
245440,4015082762896
245441,4015082762704
245442,4015082762711
245443,4015082762728
245444,4015082762735
245445,4015082762742
245446,4015082762759
245447,4015082762766
245448,4015082762773
245449,4015082762780
245450,4015082762797
245451,4015082762803
245452,4015082762810
245510,4015082792671
245533,4015082755249
245537,4015082755256
245540,4015082755140
245545,4015082755270
245673,4015081075584
245695,4015081075409
245696,4015081075782
245703,4015082846909
245709,4015082846473
245710,4015082846480
246008,4015082754136
246262,4015081059805
246263,4015081059812
246264,4015081059867
246265,4015081059850
246266,4015081059829
246267,4015081059874
246268,4015081059836
246269,4015081059881
246270,4015081059843
246271,4015081059898
246297,4015081085217
246298,4015081085231
246299,4015081085224
246300,4015081085194
246302,4015081085187
246307,4015082857561
246312,4015082857578
246315,4015082857585
246318,4015082857592
246333,4015082858001
246336,4015082858018
246362,4015082548506
246364,4015082548513
246365,4015082588656
246366,4015082548520
246368,4015081089628
246369,4015081089635
