"attribute_code","frontend_label","frontend_input","is_visible_on_front","is_user_defined","is_required"
"bodenbelagaussparung","Bodenbelagaussparung","select","1","1","0"
"bodenbuendig_versenkbar","Bodenbündig versenkbar","select","1","1","0"
"bodenmontage_moeglich","Bodenmontage möglich","select","1","1","0"
"bodenpflege","Bodenpflege","select","1","1","0"
"bohrdurchmesser_beton","Bohrdurchmesser Beton","select","1","1","0"
"bohrfutter_spannweite","Bohrfutter-Spannweite","select","1","1","0"
"bohrlochdurchmesser","Bohrlochdurchmesser","select","1","1","0"
"bolzenlaenge","Bolzenlänge","select","1","1","0"
"breite","Breite","select","1","1","0"
"breite_aussen","Breite außen","select","1","1","0"
"breite_der_abzweigung","Breite der Abzweigung","select","1","1","0"
"breite_der_buegelflaeche","Breite der Bügelfläche","select","1","1","0"
"breite_der_messskala","Breite der Messskala","select","1","1","0"
"breite_der_oeffnung","Breite der Öffnung","select","1","1","0"
"breite_des_adapters","Breite des Adapters","select","1","1","0"
"breite_des_bandes","Breite des Bandes","select","1","1","0"
"breite_des_geraeteeinbaukanals","Breite des Geräteeinbaukanals","select","1","1","0"
"breite_eckkanal","Breite Eckkanal","select","1","1","0"
"breite_grosses_mass","Breite großes Maß","select","1","1","0"
"breite_in_teilungseinheiten","Breite in Teilungseinheiten","select","1","1","0"
"breite_kleines_mass","Breite kleines Maß","select","1","1","0"
"brennermaterial","Brennermaterial","select","1","1","0"
"broetchenaufsatz","Brötchenaufsatz","select","1","1","0"
"bruttofassungsvermoegen","Bruttofassungsvermögen","select","1","1","0"
"buegelbreite","Bügelbreite","select","1","1","0"
"busankopplung_inklusive","Busankopplung inklusive","select","1","1","0"
"cassettenlaufwerke","Cassettenlaufwerke","select","1","1","0"
"cd_player","CD-Player","select","1","1","0"
"clip_funktion","CLIP-Funktion","select","1","1","0"
"cu_nennquerschnitt","Cu-Nennquerschnitt","select","1","1","0"
"dachluefter","Dachlüfter","select","1","1","0"
"daempfung","Dämpfung","select","1","1","0"
"dampfgaren","Dampfgaren","select","1","1","0"
"deckelausfuehrung","Deckelausführung","select","1","1","0"
"deckelbefestigung_rastend","Deckelbefestigung rastend","select","1","1","0"
"deckelbreite","Deckelbreite","select","1","1","0"
"delivery_time","Lieferzeit","text","1","1","0"
"diagnosefunktion_integriert","Diagnosefunktion integriert","select","1","1","0"
"dichtungseinbaumoeglichkeit","Dichtungseinbaumöglichkeit","select","1","1","0"
"diebstahlsicherung_integrierba","Diebstahlsicherung integrierbar","select","1","1","0"
"diffusor","Diffusor","select","1","1","0"
"digitalanzeige","Digitalanzeige","select","1","1","0"
"display","Display","select","1","1","0"
"documents","Datenblatt","text","1","1","0"
"drahtlos","Drahtlos","select","1","1","0"
"drehbar","Drehbar","select","1","1","0"
"drehmomenteinstellung","Drehmomenteinstellung","select","1","1","0"
"drehspiess","Drehspieß","select","1","1","0"
"drehzahl","Drehzahl","select","1","1","0"
"druckverfahren","Druckverfahren","select","1","1","0"
"duchgangspruefungdiodentest","Duchgangsprüfung/Diodentest","select","1","1","0"
"duebellaenge","Dübellänge","select","1","1","0"
"durchgangspruefungsbereich","Durchgangsprüfungsbereich","select","1","1","0"
"durchgehender_stift","Durchgehender Stift","select","1","1","0"
"durchmesser_bohrloch","Durchmesser Bohrloch","select","1","1","0"
"durchmesser_buegel","Durchmesser Bügel","select","1","1","0"
"durchmesser_der_anschlussplatt","Durchmesser der Anschlussplatte","select","1","1","0"
"durchmesser_der_scheibe","Durchmesser der Scheibe","select","1","1","0"
"durchmesser_des_steckkontaktes","Durchmesser des Steckkontaktes","select","1","1","0"
"durchmesser_glockenschale","Durchmesser Glockenschale","select","1","1","0"
"durchmesser_kochflaeche_1","Durchmesser Kochfläche 1","select","1","1","0"
"durchmesser_kochflaeche_2","Durchmesser Kochfläche 2","select","1","1","0"
"durchmesser_schaft_vor_schrump","Durchmesser Schaft vor Schrumpf","select","1","1","0"
"durchmesser_stanzeinsatz","Durchmesser Stanzeinsatz","select","1","1","0"
"durchmesserkantenlaenge","Durchmesser/Kantenlänge","select","1","1","0"
"dvb_t_tuner","DVB-T-Tuner","select","1","1","0"
"eancode","EAN-Nummer","text","1","1","0"
"ebizmarts_mark_visited","Send Browsed Product Autoresponder","select","1","1","0"
"ebizmarts_reviews_cntr_total","","hidden","1","1","0"
"ebizmarts_reviews_coupon_total","","hidden","1","1","0"
"echteffektivwertmessung_trms","Echteffektivwertmessung (TRMS)","select","1","1","0"
"eigenschaft","Eigenschaft","select","1","1","0"
"ein_ausschalter","Ein-/Ausschalter","select","1","1","0"
"einbauart","Einbauart","select","1","1","0"
"einbaudurchmesser","Einbaudurchmesser","select","1","1","0"
"einbauhoehe","Einbauhöhe","select","1","1","0"
"einbaulage","Einbaulage","select","1","1","0"
"einbauort","Einbauort","select","1","1","0"
"einbautiefe","Einbautiefe","select","1","1","0"
"eingang_spannung",""Eingang"," Spannung"","select","1","1","0"
"eingang_strom",""Eingang"," Strom"","select","1","1","0"
"eingangsgroesse_spannung","Eingangsgröße Spannung","select","1","1","0"
"eingangsgroesse_strom","Eingangsgröße Strom","select","1","1","0"
"eingangsspannung","Eingangsspannung","select","1","1","0"
"eingangsspannung_bei_ac_50_hz","Eingangsspannung bei AC 50 Hz","select","1","1","0"
"einheit_auf_die_sich_der_preis","Einheit","text","1","1","0"
"einsatzbereich","Einsatzbereich","select","1","1","0"
"einsatzgrenze","Einsatzgrenze","select","1","1","0"
"einsatzort","Einsatzort","select","1","1","0"
"einschaltdruck","Einschaltdruck","select","1","1","0"
"einschaltschwelle_leistung","Einschaltschwelle Leistung","select","1","1","0"
"einseitiger_schluessel","Einseitiger Schlüssel","select","1","1","0"
"einstellbarer_strombereich","Einstellbarer Strombereich","select","1","1","0"
"einstellbereich","Einstellbereich","select","1","1","0"
"einstellbereich_helligkeitswer","Einstellbereich Helligkeitswert","select","1","1","0"
"einstellbereich_relative_luftf","Einstellbereich relative Luftfeuchtigkeit","select","1","1","0"
"einstellbereich_ueberlastauslo","Einstellbereich Überlastauslöser","select","1","1","0"
"einstellung","Einstellung","select","1","1","0"
"einstellverfahren","Einstellverfahren","select","1","1","0"
"eiscrashfunktion","Eiscrashfunktion","select","1","1","0"
"ekme","Einheit","text","1","1","0"
"ekpreis","","price","1","1","0"
"elektronisch","Elektronisch","select","1","1","0"
"elektronische_regelung","Elektronische Regelung","select","1","1","0"
"empfangsbereich","Empfangsbereich","select","1","1","0"
"emv_ausfuehrung","EMV-Ausführung","select","1","1","0"
"energieeffizienzklasse","Energieeffizienzklasse","select","1","1","0"
"energieversorgung","Energieversorgung","select","1","1","0"
"erderanschluss_durchmesser","Erderanschluss Durchmesser","select","1","1","0"
"erderdurchmesser","Erderdurchmesser","select","1","1","0"
"erfassungsbereich","Erfassungsbereich","select","1","1","0"
"erweiterbar","Erweiterbar","select","1","1","0"
"erweiterungsart","Erweiterungsart","select","1","1","0"
"erweiterungsgeraet","Erweiterungsgerät","select","1","1","0"
"etim","","text","1","1","0"
"ex_klasse","Ex-Klasse","select","1","1","0"
"externe_fuehler","Externe Fühler","select","1","1","0"
"externes_zuendgeraet_erforderl","Externes Zündgerät erforderlich","select","1","1","0"
"farbcode","Farbcode","select","1","1","0"
"farbe","Farbe","select","1","1","0"
"farbe_der_isolation","Farbe der Isolation","select","1","1","0"
"farbe_der_kalotte","Farbe der Kalotte","select","1","1","0"
"farbe_der_kappe","Farbe der Kappe","select","1","1","0"
"farbe_der_linse","Farbe der Linse","select","1","1","0"
"farbe_der_saeule","Farbe der Säule","select","1","1","0"
"farbe_des_betaetigungselements","Farbe des Betätigungselements","select","1","1","0"
"farbe_des_gehaeuseoberteils","Farbe des Gehäuseoberteils","select","1","1","0"
"farbe_des_knopfes","Farbe des Knopfes","select","1","1","0"
"farbe_frontring","Farbe Frontring","select","1","1","0"
"farbe_oberteil","Farbe Oberteil","select","1","1","0"
"farbtemperatur","Farbtemperatur","select","1","1","0"
"farbwiedergabestufe","Farbwiedergabestufe","select","1","1","0"
"faser_anzahl","Faser-Anzahl","select","1","1","0"
"faserart","Faserart","select","1","1","0"
"fassung","Fassung","select","1","1","0"
"fassungsvermoegen","Fassungsvermögen","select","1","1","0"
"fassungsvermoegen_espressotass","Fassungsvermögen Espressotassen","select","1","1","0"
"fassungsvermoegen_frittiergut","Fassungsvermögen Frittiergut","select","1","1","0"
"fassungsvermoegen_max_mehlgewi","Fassungsvermögen (max. Mehlgewicht)","select","1","1","0"
"fassungsvermoegen_mehl","Fassungsvermögen Mehl","select","1","1","0"
"fassungsvermoegen_teller_28_cm","Fassungsvermögen Teller (28 cm)","select","1","1","0"
"fast_ethernet","Fast Ethernet","select","1","1","0"
"federkugelbefestigung","Federkugelbefestigung","select","1","1","0"
"fehlerstrom_typ","Fehlerstrom-Typ","select","1","1","0"
"fernbedienung","Fernbedienung","select","1","1","0"
"fernspeisbar","Fernspeisbar","select","1","1","0"
"fernspeisetauglich","Fernspeisetauglich","select","1","1","0"
"festplattenspeicherkapazitaet","Festplattenspeicherkapazität","select","1","1","0"
"feuerwiderstandsklasse_e___fun","Feuerwiderstandsklasse E - Funktionserhalt","select","1","1","0"
"feuerwiderstandsklasse_i___ins","Feuerwiderstandsklasse I - Installationskanal","select","1","1","0"
"filterart","Filterart","select","1","1","0"
"filterklasse","Filterklasse","select","1","1","0"
"flaeche","Fläche","select","1","1","0"
"flanschform","Flanschform","select","1","1","0"
"flexibel","Flexibel","select","1","1","0"
"fluegelraddurchmesser","Flügelraddurchmesser","select","1","1","0"
"flussmittelanteil","Flussmittelanteil","select","1","1","0"
"foerdervolumen","Fördervolumen","select","1","1","0"
"form","Form","select","1","1","0"
"form_der_linse","Form der Linse","select","1","1","0"
"form_des_leiters","Form des Leiters","select","1","1","0"
"format","format","select","1","1","0"
"freidrehender_kopf","Freidrehender Kopf","select","1","1","0"
"freisprechen","Freisprechen","select","1","1","0"
"frequenz_der_eingangsspannung","Frequenz der Eingangsspannung","select","1","1","0"
"frequenzanzeige","Frequenzanzeige","select","1","1","0"
"fronteinbau_moeglich","Fronteinbau möglich","select","1","1","0"
"fronttafelausschnitt_durchmess","Fronttafelausschnitt Durchmesser","select","1","1","0"
"fuellgutheber","Füllgutheber","select","1","1","0"
"fuellmenge_oel","Füllmenge Öl","select","1","1","0"
"fuer_anzahl_leitungen_nym_3x15",""Für Anzahl Leitungen NYM 3x1","5"","select","1","1","0"
"fuer_kanalbreite","Für Kanalbreite","select","1","1","0"
"fuer_kanalhoehe","Für Kanalhöhe","select","1","1","0"
"fuer_max_anzahl_luefter","Für max. Anzahl Lüfter","select","1","1","0"
"fuer_rohrdurchmesser","Für Rohrdurchmesser","select","1","1","0"
"fuer_rohrdurchmesser_gross",""Für Rohrdurchmesser"," groß"","select","1","1","0"
"fuer_rohrdurchmesser_klein",""Für Rohrdurchmesser"," klein"","select","1","1","0"
"fuer_rohrdurchmesser_nominal","Für Rohrdurchmesser nominal","select","1","1","0"
"fuer_schraubenmass_metrisch","Für Schraubenmaß metrisch","select","1","1","0"
"fuer_sicherungsgroesse","Für Sicherungsgröße","select","1","1","0"
"fuer_trafoleistung","Für Trafoleistung","select","1","1","0"
"fuer_wandstaerke","Für Wandstärke","select","1","1","0"
"funkanbindung","Funkanbindung","select","1","1","0"
"funkfrequenz","Funkfrequenz","select","1","1","0"
"funkgesteuert","Funkgesteuert","select","1","1","0"
"funkstandard_bluetooth","Funkstandard Bluetooth","select","1","1","0"
"funkstandard_wlan_80211","Funkstandard WLAN 802.11","select","1","1","0"
"funksystem","Funksystem","select","1","1","0"
"funktion","Funktion","select","1","1","0"
"funktion_asymmetrieerkennung","Funktion Asymmetrieerkennung","select","1","1","0"
"funktion_phasenausfallerkennun","Funktion Phasenausfallerkennung","select","1","1","0"
"funktion_rueckfallverzoegert","Funktion rückfallverzögert","select","1","1","0"
"funktion_sterndreieck","Funktion Stern/Dreieck","select","1","1","0"
"funktionale_ergaenzung_moeglic","Funktionale Ergänzung möglich","select","1","1","0"
"funkuhr","Funkuhr","select","1","1","0"
"gangreserve","Gangreserve","select","1","1","0"
"gangreserve_in_stunden","Gangreserve in Stunden","select","1","1","0"
"garraumfassungsvermoegen","Garraumfassungsvermögen","select","1","1","0"
"garraumvolumen","Garraumvolumen","select","1","1","0"
"geeignet_als_begrenzer","Geeignet als Begrenzer","select","1","1","0"
"geeignet_als_rueckwand","Geeignet als Rückwand","select","1","1","0"
"geeignet_als_seitenwand","Geeignet als Seitenwand","select","1","1","0"
"geeignet_als_waechter","Geeignet als Wächter","select","1","1","0"
"geeignet_fuer_abzweigdose","Geeignet für Abzweigdose","select","1","1","0"
"geeignet_fuer_aluminium","Geeignet für Aluminium","select","1","1","0"
"geeignet_fuer_anzahl_der_pole","Geeignet für Anzahl der Pole","select","1","1","0"
"geeignet_fuer_anzahl_lamellen","Geeignet für Anzahl Lamellen","select","1","1","0"
"geeignet_fuer_as_schnittstelle","Geeignet für AS-Schnittstelle","select","1","1","0"
"geeignet_fuer_aufnahmesystem","Geeignet für Aufnahmesystem","select","1","1","0"
"geeignet_fuer_aufputzgehaeuse_","Geeignet für Aufputzgehäuse für Unterputzgerät","select","1","1","0"
"geeignet_fuer_aussengebrauch","Geeignet für Außengebrauch","select","1","1","0"
"geeignet_fuer_aussenmontage","Geeignet für Außenmontage","select","1","1","0"
"geeignet_fuer_betriebssystem_l","Geeignet für Betriebssystem LINUX","select","1","1","0"
"geeignet_fuer_betriebssystem_w","Geeignet für Betriebssystem Windows Vista","select","1","1","0"
"geeignet_fuer_buegelstaerke","Geeignet für Bügelstärke","select","1","1","0"
"geeignet_fuer_dehnungsfuge","Geeignet für Dehnungsfuge","select","1","1","0"
"geeignet_fuer_digitale_signale","Geeignet für digitale Signale","select","1","1","0"
"geeignet_fuer_dimmeinsatz","Geeignet für Dimmeinsatz","select","1","1","0"
"geeignet_fuer_einbaudose","Geeignet für Einbaudose","select","1","1","0"
"geeignet_fuer_einbaugeraete","Geeignet für Einbaugeräte","select","1","1","0"
"geeignet_fuer_eine_raumflaeche","Geeignet für eine Raumfläche bis","select","1","1","0"
"geeignet_fuer_estrichbuendigen","Geeignet für estrichbündigen geschlossenen Unterflurkanal","select","1","1","0"
"geeignet_fuer_estrichueberdeck","Geeignet für estrichüberdeckten Unterflurkanal","select","1","1","0"
"geeignet_fuer_faserart","Geeignet für Faserart","select","1","1","0"
"geeignet_fuer_flexible_leiter","Geeignet für flexible Leiter","select","1","1","0"
"geeignet_fuer_funktionserhalt","Geeignet für Funktionserhalt","select","1","1","0"
"geeignet_fuer_gitterrinne","Geeignet für Gitterrinne","select","1","1","0"
"geeignet_fuer_glaeser","Geeignet für Gläser","select","1","1","0"
"geeignet_fuer_herde","Geeignet für Herde","select","1","1","0"
"geeignet_fuer_hochspannung","Geeignet für Hochspannung","select","1","1","0"
"geeignet_fuer_hohlwanddose","Geeignet für Hohlwanddose","select","1","1","0"
"geeignet_fuer_jalousieeinsatz","Geeignet für Jalousieeinsatz","select","1","1","0"
"geeignet_fuer_kabelbinderbreit","Geeignet für Kabelbinderbreite bis","select","1","1","0"
"geeignet_fuer_kabelleiter","Geeignet für Kabelleiter","select","1","1","0"
"geeignet_fuer_kabelrinne","Geeignet für Kabelrinne","select","1","1","0"
"geeignet_fuer_kabeltragsystemb","Geeignet für Kabeltragsystembreite","select","1","1","0"
"geeignet_fuer_kanaltiefe","Geeignet für Kanaltiefe","select","1","1","0"
"geeignet_fuer_kunststoff","Geeignet für Kunststoff","select","1","1","0"
"geeignet_fuer_lampenleistung","Geeignet für Lampenleistung","select","1","1","0"
"geeignet_fuer_lampentyp","Geeignet für Lampentyp","select","1","1","0"
"geeignet_fuer_leuchtmittelanza","Geeignet für Leuchtmittelanzahl","select","1","1","0"
"geeignet_fuer_massivleiter","Geeignet für Massivleiter","select","1","1","0"
"geeignet_fuer_materialstaerke","Geeignet für Materialstärke","select","1","1","0"
"geeignet_fuer_max_kabeldurchme","Geeignet für max. Kabeldurchmesser","select","1","1","0"
"geeignet_fuer_metall","Geeignet für Metall","select","1","1","0"
"geeignet_fuer_mikrowellengerae","Geeignet für Mikrowellengeräte","select","1","1","0"
"geeignet_fuer_netzwerkprotokol","Geeignet für Netzwerkprotokollmessung","select","1","1","0"
"geeignet_fuer_not_aus","Geeignet für NOT-AUS","select","1","1","0"
"geeignet_fuer_notlicht","Geeignet für Notlicht","select","1","1","0"
"geeignet_fuer_reiheneinbau","Geeignet für Reiheneinbau","select","1","1","0"
"geeignet_fuer_rinnen_leiterbre","Geeignet für Rinnen-/Leiterbreite","select","1","1","0"
"geeignet_fuer_rohrdurchmesser","Geeignet für Rohrdurchmesser","select","1","1","0"
"geeignet_fuer_schalteinsatz","Geeignet für Schalteinsatz","select","1","1","0"
"geeignet_fuer_schutzart_ip","Geeignet für Schutzart (IP)","select","1","1","0"
"geeignet_fuer_sicherheitsfunkt","Geeignet für Sicherheitsfunktionen","select","1","1","0"
"geeignet_fuer_sicherungseinsae","Geeignet für Sicherungseinsätze","select","1","1","0"
"geeignet_fuer_stahl","Geeignet für Stahl","select","1","1","0"
"geeignet_fuer_standgeraete","Geeignet für Standgeräte","select","1","1","0"
"geeignet_fuer_verbindung","Geeignet für Verbindung","select","1","1","0"
"geeignet_fuer_verbindungsdose","Geeignet für Verbindungsdose","select","1","1","0"
"geeignet_fuer_wandmontage","Geeignet für Wandmontage","select","1","1","0"
"geeignet_fuer_zentraldose","Geeignet für Zentraldose","select","1","1","0"
"gefaerbte_glaeser","Gefärbte Gläser","select","1","1","0"
"gehaeuse","Gehäuse","select","1","1","0"
"gehaeusebauform","Gehäusebauform","select","1","1","0"
"gehaeusefarbe","Gehäusefarbe","select","1","1","0"
"gehaeusegrundfarbe","Gehäusegrundfarbe","select","1","1","0"
"genauigkeitsklasse","Genauigkeitsklasse","select","1","1","0"
"gender","Gender","select","1","1","0"
"gendered","Gender","select","1","1","0"
"genre","Genre","textarea","1","1","0"
"geraeteart","Geräteart","select","1","1","0"
"geraetebauart","Gerätebauart","select","1","1","0"
"geraetebauform","Gerätebauform","select","1","1","0"
"geraetetyp_nur_kuehlung_oder_k","Gerätetyp: nur Kühlung oder Kühlung/Heizung","select","1","1","0"
"geraeuschemission","Geräuschemission","select","1","1","0"
"gesamtanzahl_der_fasern","Gesamtanzahl der Fasern","select","1","1","0"
"gesamtlaenge","Gesamtlänge","select","1","1","0"
"gesamtlaenge_nach_schrumpf","Gesamtlänge nach Schrumpf","select","1","1","0"
"gesamtpolzahl_ohne_erdungskont","Gesamtpolzahl ohne Erdungskontakt","select","1","1","0"
"gesamtzahl_der_werkzeuge","Gesamtzahl der Werkzeuge","select","1","1","0"
"geschirmt","Geschirmt","select","1","1","0"
"geschwindigkeitsregelung","Geschwindigkeitsregelung","select","1","1","0"
"gewicht","Gewicht","select","1","1","0"
"gewicht_mit_akkupack","Gewicht mit Akkupack","select","1","1","0"
"gewindeanschluss","Gewindeanschluss","select","1","1","0"
"gewindeart_aussengewinde","Gewindeart Außengewinde","select","1","1","0"
"gewindeart_innengewinde","Gewindeart Innengewinde","select","1","1","0"
"gewindedurchmesser","Gewindedurchmesser","select","1","1","0"
"gewindedurchmesser_st","Gewindedurchmesser ST","select","1","1","0"
"gewindelaenge","Gewindelänge","select","1","1","0"
"gewindemass_metrisch","Gewindemaß metrisch","select","1","1","0"
"gewindenenngroesse_metrischpg","Gewindenenngröße metrisch/PG","select","1","1","0"
"gigabit_ethernet","Gigabit Ethernet","select","1","1","0"
"gitterrinnenbreite","Gitterrinnenbreite","select","1","1","0"
"griff_klappbar","Griff klappbar","select","1","1","0"
"groesse","Größe","select","1","1","0"
"groesse_tx","Größe (TX)","select","1","1","0"
"groessen","Größen","select","1","1","0"
"groessenbezeichnung","Größenbezeichnung","select","1","1","0"
"grundfarbe","Grundfarbe","select","1","1","0"
"grundgeraet","Grundgerät","select","1","1","0"
"haengeschlossverriegelung","Hängeschlossverriegelung","select","1","1","0"
"halogenfrei","Halogenfrei","select","1","1","0"
"halogenfrei_nach_en_50267_2_2","Halogenfrei nach EN 50267-2-2","select","1","1","0"
"handbedienung","Handbedienung","select","1","1","0"
"handbedienung_moeglich","Handbedienung möglich","select","1","1","0"
"handsender","Handsender","select","1","1","0"
"hauptoberflaechenwerkstoff","Hauptoberflächenwerkstoff","select","1","1","0"
"hd_ready","HD ready","select","1","1","0"
"hdmi_anschluss","HDMI-Anschluss","select","1","1","0"
"hdtv_tauglich","HDTV tauglich","select","1","1","0"
"heissluft","Heißluft","select","1","1","0"
"heizleistung","Heizleistung","select","1","1","0"
"heizung","Heizung","select","1","1","0"
"hilfskontakte_anbaubar","Hilfskontakte anbaubar","select","1","1","0"
"hitzebestaendig","Hitzebeständig","select","1","1","0"
"hochklappbar","Hochklappbar","select","1","1","0"
"hoehe","Höhe","select","1","1","0"
"hoehe_aussen","Höhe außen","select","1","1","0"
"hoehe_der_oeffnung","Höhe der Öffnung","select","1","1","0"
"hoehe_der_seitenwand","Höhe der Seitenwand","select","1","1","0"
"hoehe_des_sensors","Höhe des Sensors","select","1","1","0"
"hoehe_eckkanal","Höhe Eckkanal","select","1","1","0"
"hoehe_sockelleistenkanal","Höhe Sockelleistenkanal","select","1","1","0"
"hoehenverstellbar","Höhenverstellbar","select","1","1","0"
"hoererlose_sprechstelle","Hörerlose Sprechstelle","select","1","1","0"
"hoher_buegel","Hoher Bügel","select","1","1","0"
"homeware_style","Homeware style","select","1","1","0"
"html_attr_table","Produktdaten","textarea","1","1","0"
"huelsenlaenge","Hülsenlänge","select","1","1","0"
"iec_stromstaerke","IEC-Stromstärke","select","1","1","0"
"indoor","Indoor","select","1","1","0"
"induktions_kochfeld","Induktions-Kochfeld","select","1","1","0"
"induktionsgeeignet","Induktionsgeeignet","select","1","1","0"
"infrarotwaerme","Infrarotwärme","select","1","1","0"
"inhalt","Inhalt","select","1","1","0"
"innendurchmesser","Innendurchmesser","select","1","1","0"
"innendurchmesser_finger_vor_sc","Innendurchmesser Finger vor Schrumpf","select","1","1","0"
"innendurchmesser_nach_schrumpf","Innendurchmesser nach Schrumpf","select","1","1","0"
"innendurchmesser_vor_schrumpf","Innendurchmesser vor Schrumpf","select","1","1","0"
"innenradius","Innenradius","select","1","1","0"
"installationstechnik","Installationstechnik","select","1","1","0"
"integrierte_ladevorrichtung","Integrierte Ladevorrichtung","select","1","1","0"
"integrierte_zeitschaltuhr","Integrierte Zeitschaltuhr","select","1","1","0"
"integrierter_anrufbeantworter","Integrierter Anrufbeantworter","select","1","1","0"
"integriertes_waehlgeraet","Integriertes Wählgerät","select","1","1","0"
"isdn_anschluss","ISDN-Anschluss","select","1","1","0"
"isolation","Isolation","select","1","1","0"
"isolationswiderstandsmessberei","Isolationswiderstandsmessbereich","select","1","1","0"
"isolierstrecke","Isolierstrecke","select","1","1","0"
"isoliert","Isoliert","select","1","1","0"
"isolierte_aderendhuelsen","Isolierte Aderendhülsen","select","1","1","0"
"isolierte_kabelverbindungen","Isolierte Kabelverbindungen","select","1","1","0"
"isolierung","Isolierung","select","1","1","0"
"istbestand","Lagerstand","text","1","1","0"
"jpeg_wiedergabe","JPEG Wiedergabe","select","1","1","0"
"kabelbinder","Kabelbinder","select","1","1","0"
"kabeldurchmesser","Kabeldurchmesser","select","1","1","0"
"kabeldurchmesser_abzweigkabel","Kabeldurchmesser Abzweigkabel","select","1","1","0"
"kabeldurchmesser_hauptkabel","Kabeldurchmesser Hauptkabel","select","1","1","0"
"kabellaenge","Kabellänge","select","1","1","0"
"kabelleiterbreite","Kabelleiterbreite","select","1","1","0"
"kabelmodemtauglich","Kabelmodemtauglich","select","1","1","0"
"kabelrinnen_abgangsbreite","Kabelrinnen-Abgangsbreite","select","1","1","0"
"kabelrinnenbreite","Kabelrinnenbreite","select","1","1","0"
"kabeltyp","Kabeltyp","select","1","1","0"
"kabelverschraubungen","Kabelverschraubungen","select","1","1","0"
"kalottenfarbe","Kalottenfarbe","select","1","1","0"
"kanalbereich","Kanalbereich","select","1","1","0"
"kanalbreite","Kanalbreite","select","1","1","0"
"kanalhoehe","Kanalhöhe","select","1","1","0"
"kanalmontage","Kanalmontage","select","1","1","0"
"kapazitaet","Kapazität","select","1","1","0"
"kaskadierbar","Kaskadierbar","select","1","1","0"
"kategorie","Kategorie","select","1","1","0"
"kennziffer","Kennziffer","select","1","1","0"
"klappenart","Klappenart","select","1","1","0"
"klemm_spannbereich","Klemm-/Spannbereich","select","1","1","0"
"klemm_spannbereich_zoll","Klemm-/Spannbereich Zoll","select","1","1","0"
"klemmbereich","Klemmbereich","select","1","1","0"
"klemmbereich_rundleiter","Klemmbereich Rundleiter","select","1","1","0"
"klemmen","Klemmen","select","1","1","0"
"klingenbreite","Klingenbreite","select","1","1","0"
"klingenform","Klingenform","select","1","1","0"
"klingenlaenge","Klingenlänge","select","1","1","0"
"klingenstaerke","Klingenstärke","select","1","1","0"
"knebel","Knebel","select","1","1","0"
"kodierungsrichtung","Kodierungsrichtung","select","1","1","0"
"koerperfettanalyse","Körperfettanalyse","select","1","1","0"
"komplettgeraet_mit_sockel","Komplettgerät mit Sockel","select","1","1","0"
"kondensring","Kondensring","select","1","1","0"
"kontaktausfuehrung","Kontaktausführung","select","1","1","0"
"kontakte","Kontakte","select","1","1","0"
"kopf_ausfuehrung","Kopf-Ausführung","select","1","1","0"
"kopfbreite","Kopfbreite","select","1","1","0"
"kopfform","Kopfform","select","1","1","0"
"kuehlungsart_luftkuehlung_wass",""Kühlungsart: Luftkühlung"," Wasserkühlung"","select","1","1","0"
"kuerzeste_schaltzeit","Kürzeste Schaltzeit","select","1","1","0"
"kuerzeste_schaltzeit_kanal_1","Kürzeste Schaltzeit Kanal 1","select","1","1","0"
"kugelkopf","Kugelkopf","select","1","1","0"
"kurzzeitverzoegerter_typ","Kurzzeitverzögerter Typ","select","1","1","0"
"ladespannung","Ladespannung","select","1","1","0"
"laenge","Länge","select","1","1","0"
"laenge_der_klinge","Länge der Klinge","select","1","1","0"
"laenge_der_leitung","Länge der Leitung","select","1","1","0"
"laenge_der_signalstrecke","Länge der Signalstrecke","select","1","1","0"
"laenge_der_zuleitung","Länge der Zuleitung","select","1","1","0"
"laenge_geeignet_fuer","Länge geeignet für","select","1","1","0"
"laengehoehe","Länge/Höhe","select","1","1","0"
"lagerfaehigkeit_in_monaten","Lagerfähigkeit in Monaten","select","1","1","0"
"lampenform","Lampenform","select","1","1","0"
"lampenleistung","Lampenleistung","select","1","1","0"
"lampenleistung_je_meter","Lampenleistung je Meter","select","1","1","0"
"lampenleistung_wendel_1","Lampenleistung Wendel 1","select","1","1","0"
"lampensockel","Lampensockel","select","1","1","0"
"lampenspannung","Lampenspannung","select","1","1","0"
"lange_ausfuehrung","Lange Ausführung","select","1","1","0"
"laserschutzklasse","Laserschutzklasse","select","1","1","0"
"lastart","Lastart","select","1","1","0"
"lauthoeren","Lauthören","select","1","1","0"
"lautstaerke","Lautstärke","select","1","1","0"
"leistungsabgabe","Leistungsabgabe","select","1","1","0"
"leistungsaufnahme","Leistungsaufnahme","select","1","1","0"
"leistungsregelung","Leistungsregelung","select","1","1","0"
"leistungsregelung_stufenlos","Leistungsregelung stufenlos","select","1","1","0"
"leiter_durchmesser","Leiter-Durchmesser","select","1","1","0"
"leiter_klasse","Leiter-Klasse","select","1","1","0"
"leiter_material","Leiter-Material","select","1","1","0"
"leiter_nennquerschnitt","Leiter-Nennquerschnitt","select","1","1","0"
"leiterabmessungen","Leiterabmessungen","select","1","1","0"
"length","Length","select","1","1","0"
"lernfaehig","Lernfähig","select","1","1","0"
"leuchtmittel","Leuchtmittel","select","1","1","0"
"leuchtmittelbestueckung","Leuchtmittelbestückung","select","1","1","0"
